1698642878# #美国是资本主义国家，是有钱人的天堂！我们是人民当家作主人，人民是江山。
1699311961# #这家伙，黑俄罗斯黑的，比煤炭都黑！哈马斯背后神秘大国，成俄罗斯了？这就是黄俄的脑子吗？
1693872632# #美国的涉台反华法案，最近几年频频出现，不可小视，这些法案，实质上成为，中美关系恶化的桥梁和助推器。后续，美国又有反华议员联手，策划新的反华议案，我们应当发动各种力量，进行反击，让他胎死腹中，一但出台，危害很大。
1698764892# #在这些孩子的脑子里，还充满着阶级斗争的思想，不可思议，也非常可怕。未来靠你们呢！
1690154656# #基辛格是应中国邀请，来华进行私人访问的，这是基辛格博士的传统动作。美国不大可能派一个百岁老人当特使，基辛格和拜登政府的关系，可以理解成没有多大关系。今天的形势和50年前已经不一样了。基辛格通报一些美国人的认识，再了解一下中国人的想法，这在当前状态下，都是十分有益的，所以接待规格超级
1692960461# #一个副处长，一个科长，不能算“高官”，你这把高官的标准降的太低了！
1697498063# #这个是太简单的解释，实际上要复杂的多，因为我们是人类社会，人得思想很复杂，很多人在一起各种利益关系纠缠在一起，就把社会搞得更复杂了，如果这么简单处理社会问题，那肯定打起来了！所以，民主不那么简单，自由也很复杂，法治并不容易，绝对公平很难做到。你说呢？
1692275859# #不要吓唬校长和教授们，反腐不论行业，哪里有腐败都要反。现在的问题是哪里有腐败，哪里也不愿意说自己那里腐败。教授的科研经费，自己掌握，教授都是老板，学生都是打工仔，这个情况也有，但是，这样的教授也不多。公职人员，在外面办公司，应该是不允许的，如果自己的公司和自己的项目结合，那就是问
1690536164# #有规定，所有大V，必须实名制，表示一个态度，就是敢作敢当，敢于负责任。名字都是假的，谁还敢相信，你说的是真的？
1698185868# #不能抬杠，我国有核武器是应该的，必须的，核武器对中国十分重要，但是不能绝对化，不能搞核武器竞赛，世界上还是没有核武器的国家多，特别是那些小国家，比如新加坡。
1691372067# #司马南停更快十天了，很多人还在想念他，其实没必要了，让司马南休息休息吧！寻找司马南的是什么人，应该是司马南的铁杆粉丝，他们感觉到失去了旗帜，没有了主心骨。不过，趁这个时候，多思考一下，反思一下，也未必不是个好机会。
1698569625# #转的也太快了！一个晚上就不当反美斗士了？成拥美天使了？如果我说，美国正在挑唆菲律宾在仁爱礁动手，还说仁爱礁适合美菲安全条约，同时又要向台湾出售武器，并且还提供百万美元的援助，司马南会怎么说回应？他还是反美呢？还是要热爱美国呢？
1690937096# #大量法拍房的背后，是大量破产的家庭。法拍房里面，当然也有傅政华这样的贪官的大房，前几天傅政华价值几千万的豪宅呗拍卖走了。
1693368818# #坏事干尽，这位置，你还干坏事，对宗教没有一点敬畏之心，佛祖怎么保佑你啊？
1702214985# #香山情人谷，桃花盛开的地方。记录旅行100张年度旅行照片100个旅行必备指南
1688737200# #仅仅因为拉个手，替别人拍了一个片子，就说是生活作风问题？这样的话，估计涉及的人会非常多。前期报道说，单位好几个人同行，不是只有两个人。通报说，没有发现其他问题，那这个处分就有点重了，到成都开会，逛逛太古里，武侯祠，甚至去一趟都江堰的人，应该也不少，好好查查吧！不知道多少人，要被双
1697466627# #我们说谴责针对平民的恐怖袭击，其实就是在谴责哈马斯的暴行，只是没有提哈马斯的名字。这让有些人感到不满意。
1697903401# #这个打老虎的速度可以了，三天两个大老虎，一个陕西政协主席，一个广西人大副主任，照这个速度和方式，“老虎”就成稀缺动物了。东一个西一个，南一个北一个，就这么干！你说呢？
1690331485# #我想，我想喝杯水！
1691418896# #胡锡进，作为前环球时报总编，他这个态度不会是中国新闻媒体的态度吧？如果新闻媒体都这个态度？如果新闻记者编辑都这个态度？哪哪里还有新闻可言？胡锡进可以这么干，胡锡进已经是一个笑话，但是，不知道他当年带领的环球时报，有多少这样的新闻？
1693117302# #敌人有出路，他们就会越来越强大，我们就没有出路，道理很简单！
1693130524# #拆哪？最具最具有中国特色，不拆不行。
1703493542# #你所知道的国内大媒体平台。
1694179674# #记录旅行拜将台再现当年雄风，萧何月下追韩信，韩信大将故事多。带着微博去旅行
1694131236# #即使是穿日服照相，有法律规定吗？以后就有了，治安条例34条，伤害民族感情，中国可能成为世界上唯一不准穿日服的国家。日本人来，也应该不行，入乡随俗，日本人更不能伤害中华民族感情。看着像日服的改型汉服也不行，不能打擦边球。日本海鲜不能吃了，这个是因为核污水排海的原因，其他的还有什么需要
1696037278# #在今年的国庆招待会上，驻美大使要求美国开放中国人赴美通道，为中国人赴美签证提供方便，因为现在各个使领馆门口都是排大队，谢峰大使说的实在，美国使领馆应该学习中国使领馆为美国人办理赴华签证的态度。张维为说的这个建议，不现实，张维为我们也没有这么多的钱，不能这么开玩笑。
1697843264# #这个好物闭眼入天目山小香薯红薯辅食农产品香甜。【推荐理由】天目山小香薯红薯辅食是一款优质的农产品，以香甜的口感而闻名。它采用天目山地区种植的小香薯红薯为原料，经过精心挑选和加工而成。这款辅食富含丰富的营养成分，如膳食纤维、维生素和矿物质等，对宝宝的生长发育有着积极的影响。不仅可
1697325095# #总有一些人，想把台湾问题国际化，把台湾问题复杂化，不是把台湾问题和俄乌战争联系起来，就是和巴（哈马斯）以战争联系起来，这种人，看起来像是挺正义，把中国利益作为是非标准，其实是在出卖国家利益，把中国国内问题，捅到国际上去。不信，你看发言人的表态，就知道了。
1689927394# #这个徐小平是哪一头的？莫非也是叼盘侠？叼的住吗？国家政策，你根本就没看懂，就瞎解释，这不是两头跑了！
1698363670# #郑强这个大旗不能倒，支持郑强教授，相信郑强教授。
1703218075# #乌克兰还有能力制裁？制裁什么？这让俄罗斯怎么想。
1697533062# #台海打不起来了？南海也不打了？改中东了？一个占豪，一个秦安，天天都是大战，战火不断。我的观察是，中东打不起来，原因是，这次冲突的起因不正确、不正义，这次是哈马斯发动的恐怖袭击，不是巴勒斯坦人民起义，阿拉伯国家没法跟进，很多人还在切割，你跟谁打？
1703245812# #造谣的，必须封！谣言必须清理！预计明年将会有更多账号被封，希望大家，发言千万注意！过头话不要说，社会热点不要跟太紧。明白不？
1692310282# #简单的道理，简单的不能再简单了。但是，我们未必知道！
1694216979# #网络平台就是让大家有一个平等说理的地方，你要是不服，你来啊！
1694424373# #今天是911，本来不想评论了，但是，看到很多人的评论，有种不吐不快的感觉，特别是个别大V的观点，非常成问题，歪曲历史事实，打着反美的旗号，误读我国反对恐怖主义的政策。在911发生的第一时间，中国政府和中国人民就站在了美国政府和美国人民一边，坚决地谴责恐怖袭击，反对任何形式的恐怖主义。中
1703222201# #太平洋风光！记录旅行微博旅行100计划100张年度旅行照片
1688930990# #老胡横竖都是在挣钱，股市上当韭菜，网上割大家韭菜，堤内损失一桶水，堤外收获一桶金。你怎么比？你跟胡锡进学炒股？赔死你！
1703296475# #什么情况？这么多人看明白了？
1690720307# #根据北京市防汛办提示，29日晚至31日，预报我市有大到暴雨，局地特大暴雨。倡导市民减少出行，不到山区游玩，远离河道、山体、积水路段，确保安全。本次降雨过程近70小时，预计7月30日至8月2日，总降水量将达到630亿立方米，超50年历史，为百年一遇。建议把车停在高处吧，低洼地段积水严重，密切关
1690260197# #每个人都咳反思！
1697497301# #我是不会这么调侃别人的，就这么点能自信了？没有别的可以炫耀了？太可怜了！新加坡一个城市国家，做出这么多的成就值得我们学习，难能可贵，住房、廉政、鞭刑、教育、政治等等，你想过没有，新加坡为什么不像北京这么堵车？两个城市发达程度差不多，北京的人口密度还小很多。
