1699178680# #阿拉伯联盟国家，原来的老大是埃及，现在是沙特
1698495081# #明代的县衙里都是些什么人？
1693716577# #转发微博
1700750990# #怎么回事？
1700801451# #大广高速与二广高速。哪个高速经过你的家附近！
1697076365# #二战时鬼子的航母
1694058177# #自带香蜡无佛力加持……酷
1691748353# #有没有华为员工证实一下？
1694825664# #超低价电影票
1694323392# #欧美迟早出大事
1695379176# #这张图片是1943年二战期间，意大利出版的法西斯宣传海报，将丘吉尔和罗斯福描绘成十恶不赦的坏蛋。
1702176009# #韩国宣布开通世界首条自动驾驶公交后，我笑死在了评论区
1695361929# #哪句杀气最重？
1699861575# #第一岛链现在就是个笑话
1699180383# #当文明人来了，你只剩两种选择：离开你的土地或死亡！。美国VS印第安人。法国VS卢旺达。英国VS孟加拉。以色列VS巴勒斯坦……
1703204501# #全国餐饮加盟店100强，你吃过哪些
1689812500# #明朝各省税负占比地图，怪不得北方人民要造反
1703129833# #转发微博
1702598182# #2023年高考600分以上的人数排名，看看哪个地方的学霸最多
1695977547# #这表准吗？
1698808742# #转发微博
1700701166# #中国建筑六大派，你喜欢你一派
1693958370# #邻居最好真的在打豆浆doge
1699353613# #有这种字吗？
1698795073# #彭家声失掉场子后，只能跑到山里面打游击吃土，卧薪尝胆多年后，儿子彭德仁眼见时机成熟，打着反诈的正义大旗重出江湖，誓要找回属于自己的场子。缅北这块地方如果真的能被缅甸中央政府有效控制实现长治久安，云南一定能更加经济腾飞。
1696139787# #我又有知识盲点需要向公知请教了
1695263941# #转发微博
1695514857# #看到十几年前的手机价格，你还会觉得现在的手机贵吗，我们每个人都享受到了科技进步和国家发展的红利
1697083217# #某些人口口声声的国际社会
1695523685# #转发微博
1700003669# #咱们那“诡计多端”的老祖宗，害我一直以为都是纯跪坐，还能坐好几个时辰，都佩服古代人了，没想到还有支踵这辅助工具，由此可见，日本人也不知道，所以只学了个表面，结果跪成了一堆内八
1696377930# #没车位这么遭人恨吗？日常
1697064165# #景甜罕见评论巴以冲突，好样的。可惜写了个错别字允悲
1693614342# #哥们你信仰有点杂啊…
1693836744# #自强不息
1690355819# #又是环江西
1695739361# #酱香露允悲允悲允悲
1702183332# #转发微博
1697947278# #呵呵……
1691715002# #这是全国各省帮扶示意图，像重庆这样的直辖市也得帮扶。
1702905645# #上一代基建狂魔美国，铁路线路密度太惊人了，即使到现在，美国铁路运营里程仍然是世界第一，有22万公里，中国第二，有15万公里
1702510465# #各国法定退休年龄，我相信还是有人能找到喷点的
1692088300# #评论区疯狂开车中
1690436646# #以前买黄金的真是赚大发了
1692775242# #转发微博
1689201010# #这是一张令人心碎的照片！1864年，美国南方的一个种植园里，两名黑人奴隶因为饥寒交迫，偷吃了主人的黑加仑，结果被抓住并遭到残酷的惩罚。照片中，他们赤裸着身体，被铁链紧紧地锁在树干上，任由蚊虫叮咬。这就是恐怖的“蚊刑”，一种用来摧残受刑者身心的酷刑。。据说，如果他们能在天亮之前活下来
1690380614# #碳排放对比，很有意思的图：。树冠大小是2022年人口。树根大小是1750年以来的碳排放量，欧美还特么有脸提环保，擦！
1690268068# #我国13个既不沿海又不沿边的省份
1701652838# #网上很多人说陈凯歌是美国人，没资格拍《志愿军》，我查了一下，他也不是美国人啊，为什么有很多人说他是美国人？
1703078326# #殖人又该如何应对？
1696988994# #转发微博
1694598210# #哈哈
1700272471# #各省互帮互助结对
1703217831# #灯塔国这么干，人民自由吗？
1703313613# #世界的本质就是这样，大家也别觉得受宠若惊，未来这样的事情会越来越多。当年台湾组合SHE唱《中国话》中“全世界都在说中国话”歌词的时候，1450和殖人各种冷嘲热讽，时间不过二十年，就时势异变。相信不久的将来，中国话会和英语一样，成为全世界追捧的热门，只不过中国人是通过和平崛起的方式弘扬自
1692612198# #中国经济一塌糊涂，外贸出口持续下滑，房地产萎靡不振……dogedoge
1695896575# #江湖传言发型会影响颜值，我看……
1700825831# #转发微博
1694747676# #转发微博
1699181018# #明代南京城
1703564416# #美国水军全家福
1692175970# #不忘初心，牢记使命！
1697419126# #转发微博
1703902600# #失明战士:王合良。断腿战士:薛志高。今天的很多人都体会不到那个时候翻身做主人的中国人爆发出的无穷力量，体会不到先辈们的信仰和憧憬。
1700278985# #山东人：一看就是假的
1691709475# #下联真是丰富多彩。没有下限啊doge
1694044182# #转发微博
1701239913# #转发微博
1700115911# #清军入关后的屠城事件
1697670000# #巴勒斯坦8个党派中的″2个运动1个组织5个阵线″！这怎么能打得过以色列？。✔巴勒斯坦解放运动(法塔赫)。✔巴勒斯坦解放阵线(巴解阵)。✔巴勒斯坦人民斗争阵线(人斗阵)。✔伊斯兰抵抗运动(哈马斯)。✔伊斯兰圣战组织(杰哈德)。✔解放巴勒斯坦人民阵线(人阵)。✔解放巴勒斯
1702389159# #女星周海媚因病医治无效去世，世间又凋谢了一朵美丽的花朵
1702526419# #某知名城市的三道名菜，是哪座城市的哪三道？
1698561344# #我只想回去看一看，前提是可以回来
1693926861# #全球研发投入
1696569190# #看图识城，这是哪里？
1688599904# #抑郁症的四大征兆
1703114849# #各省行政中心海拔高度
1696028228# #二战期间，布达佩斯的犹太人被带到多瑙河边，被勒令脱掉鞋子，然后被枪杀，落入河中。鞋子会被士兵转卖。。现在，“60双铁鞋”排列在河岸上，成为对遇难者的纪念。
1698907112# #交警上岗科目一考试
1697687738# #100种祖国的美云中吹朔风，絮飞都护庭。盛乐飘燕席，雪漫丰州城。归绥天地白，九边第一冬。
1701252526# #有进里面玩过的朋友吗？
1692192457# #南棒人民如此幸福为什么要自我西八？又让1450失望了
1693111277# #这就是中国人为什么不原谅的原因
1694126546# #2023年暑假旅游热门城市前十名
1694760903# #为啥我感觉周围的环境越来越好了允悲
1694394145# #只要愿意，润成什么结果都可以舔的高大上
1702960088# #由于条件不允许，官方呼吁社会志愿者和社会车辆暂时不要前往甘肃临夏地震灾区
1692501239# #转发微博
1689680421# #这两位一定是地铁界的扛把子了，你们见过比他俩还猛的吗？
1696632143# #老美你怎么了？抽风了
1703389027# #来吧，展示
1702258883# #转发微博
1689644386# #唉……
1693964294# #哈哈，互联网吵架真实再现
1703024280# #工作真的难找吗？。也其实好找，只不过所有的中国人都想站着挣大钱了！
1701216690# #宇宙中心
1690800165# #表里山河，兵家雄地。
1697428815# #转发微博
1695011061# #怎么打会赢？
1689388257# #抗日战争沦陷地图分布图，基本只剩西部地区未沦陷
1693637200# #言下之意剩下的都是亏钱呗？
1698406653# #有这个人吗？
1697163921# #以前觉得东北的地名随心所欲，直到去了广西捂脸日常涨姿势
1692929044# #转发微博
1701581630# #一张图告诉我们，人生就是如此而已
1695282700# #每次看到西工大的这座雕塑，心里都充满了敬意——隐姓埋名，为国铸剑！
1703840349# #身体8大器官都怕什么
1697605763# #转发微博
1696498670# #孔明兄复原了？
1689050352# #川渝有这么大平原吗？
1694838340# #问住我了
1692515551# #转发微博
1694044141# #转发微博
1688778480# #各省食物中毒人数，云南：我看谁还吵吵？
1692252432# #转发微博
1703988507# #转发微博
1696578576# #卫青第一次北击匈奴，开启了一个新的时代
1703043075# #今年冬天，呼和浩特的大中午都可以玩洒水成冰极寒模式回来了
1688781639# #哈哈，我是地理盲doge
1690261755# #转发微博
1691115919# #没有永远的朋友，只有永远的利益，政治这种高端游戏，一般人不会懂的
1703729454# #尊严永远来自于实力，今天如果还相信西方那套狗屁文明价值观，纯属脑子有病！
1701674379# #转发微博
1698121669# #啥都不用说了，就凭这个新闻！！。我站以色列，因为巴勒斯坦已经无地可站。另外：以色列飞行员以为那是“幼儿园”……
1698476240# #转发微博
1688974316# #转发微博
1699688792# #这是金庸武侠中的哪个情节？
1695448251# #强烈抗议美国政府这种剥夺人民持枪自由的独裁行径！dogedoge
1696756753# #我们中国历来反对各种形式的暴力活动，主张以和平谈判的方式解决冲突，我们不会选边站
1702724117# #转发微博
1695035340# #转发微博
1703495346# #美国人也是逗比，看看美国人眼里的各州是什么样子的吧
1694771747# #丞相驱兵到处，战必胜，攻必取，松也素知。昔日濮阳攻吕布之时，宛城战张绣之日；赤壁遇周郎，华容逢关羽；割须弃袍于潼关，夺船避箭于渭水：此皆无敌于天下也！
1699353477# #据说这是福建名菜，具体是什么东西？
1689214567# #台湾省男子，年满20岁不上大学，就要服兵役。林志颖和詹姆斯同为1974年生人，1994年，20岁的他们一同服兵役，服役期间参加了第二届金笙奖🎤比赛。
1702081280# #有在韩国待过的吗？🇰🇷🇰🇷真的这么好吗？
1692862628# #长安不宣，洛阳不武。意思是长安的皇帝，不能称宣帝或宣宗，周宣王、汉宣帝、唐宣宗虽都是有作为的帝王，但接班人没选好，强大的朝代也旋即灭亡。洛阳的朝代，大多武力不振，即使出了一个晋武帝，但选了个傻儿子做太子，西晋也被匈奴灭亡。
1703989260# #最新全球海洋核污染（核泄漏）辐射数据图，也就是中国在实实在在的践行保护环境，日本和欧美都是伪君子。
1701652851# #转发微博
1697497270# #呵呵，就知道会有反思怪
1700792213# #转发微博
1703243322# #转发微博
1696997161# #转发微博
1696914029# #转发微博
1702450927# #冷知识：目前世界上已经开采的黄金，如果都融化成一体，将仅会是一个长达24米的立方体而已
1700871265# #哪个杯子能够先装到水？。小学生的题这么难吗
