1691459177# #奇瑞海外出口非常猛
1691584890# #英文标这个也不是大问题，我们去美国玩那么多次，他们也没标中文
1703676480# #哈哈，别样的致敬
1701179358# #“中华帅哥委员会”，flag已立！请首页小伙伴监督！快一起试试flag特权，立一个永不倒下的flag！doge
1694959630# #这下子可以查出哪里卖出去了这么多卡了，国内手机卡可是强制实名制的啊
1698655672# #我爱这世界，因为我爱你
1699431946# #以色列总理：冲突结束以色列将“无限期”接管加沙！这不就是永久占领的意思么？内塔尼亚胡比较狠
1694855588# #消费预期不足了，收入信心高，信用卡就多，比如，我曾经拥有五六张多币种信用卡，现在只留下了少数几张全币种的，一个是信用留存，一个是用来出国时候用。不过，现在这个大环境，也不想出国了，还是中国更安全
1691296105# #是这么回事
1689941725# #哪些大V这么过分，点名一下
1689091522# #荣耀家的CMO是真拼，可以到星巴克兼职了dogedoge
1687743501# #再摔一轮
1688042982# #考的好坏，都没必要深究，这个年龄的孩子，有志气总是好事。
1689819412# #美国正在针对中俄研发生化武器前段时间，好像复旦还是哪个大学还在国外杂志发布什么基因片段研究论文。。。。。。这算是主动给敌人送材料么
1703587796# #问界M9黑科技一张图
1702132697# #我军主动曝光抢滩登陆的无人战车，机器人战士来了
1698936202# #最近一段时间，发现是四大门户科技频道里最用心的
1692697017# #这位小朋友的生活很特别，哈哈哈
1693539302# #很多女的用玻尿酸，出现典型的玻尿酸脸，一旦停止用，那就是很别扭的脸。话说，杜蕾斯的避孕套都有玻尿酸款了，不知道有没有人做过评测
1690106794# #也都别装了，那些大佬都去新加坡钓鱼么？别把各种屎人物都塞进自媒体，才是对的
1690370069# #对台积电的唱衰没必要，光AI芯片就爆单了，台积电是真的强
1695973439# #王健林的关系看起来更强，消息更灵通，提前去风险，许家印、孙宏斌、张近东等人却傻乎乎地快干猛上，当了接盘侠。
1700468085# #软件领域，微软还是牛逼的，包括云计算
1695183160# #华为平板发货量超1亿台平板市场非常考研产品力和品牌六，往往跟着手机品牌走，同一品牌的手机平板之间协同会更好。
1697371866# #全球陆上单体最大风电项目落地乌兰察布，首批风机吊装完成，并网后每年发电180亿度-科技先生
1696313910# #房地产圈最精明的是这两位，潘石屹夫妇。
1694480063# #苹果虚标5G这个需要数码博主来评测对比一下了，有关部门也可以调查一下。也可能iPhone信号检测切换的技术不行苹果5g角标
1688654091# #所以，为什么外边的山东人这么优秀，那都是万里挑一的doge
1688010947# #张雪峰的流量来自于锁定“寒门”字眼，其实寒门干啥都是弱势，跟选专业没有关系。寒门子弟要真正突破阶层，主要是要走出自己，融入社会，多交朋友，认识这个世界的规则。
1699091132# #手机导演
1699858921# #刘媛媛直播间回应被指虚假宣传乱七八糟的什么人都在带货，而货端没有严格平台管理，最后直播电商变成一个黑盒子
1687753890# #全国政协经济委员会副主任宁吉喆呼吁，把握中国经济宏观调控节奏，重要的是抓住三季度，出台宏观政策宜早不宜迟。
1697013426# #汽车的个性化需求空间更大一些，容纳的品牌也会更多，一时半会应该不会集中化
1690085579# #前些天交通事故去世的那位国防科技大学上校就是搞这类研究的
1693615511# #存量房贷二套，按照新规算一套的，这部分被误伤的刚需怎么办？笑cry笑cry
1697513784# #以色列真是非常重视传媒影响力，以色列驻华大使馆在中文互联网各大平台都很活跃
1692633628# #我们的数据一直在被卖来卖去，我每天接到的骚扰广告电话很多，要不是有手机的屏蔽识别系统，那真是烦死了。十几年前，刚注册公司没几天，各种记账会计公司立马打过电话来了，现在这个漏洞可能堵上了，其他场景的类似漏洞还是很多。。。比如被曝光的电信运营商内鬼倒卖用户数据给诈骗团伙，内鬼很可恶，但
1687995545# #胃癌几乎都是吃出来的啥时候人类也变成电力驱动，就不怕癌症了
1688974259# #我的天，居然有这种人，真是垃圾。。。。应该报警抓起来
1696653874# #上海海滩走失女童父亲非继父这爹当的。。。来回十几分钟拿手机，让那么小孩子一个人站在那里，怎么想的。。。
1693382861# #小红书旅游搭子被指涉黄太开放了，还是太寂寞了
1687775534# #胡锡进炒股，这下子把股民流量也拽过去了，不得不服，老胡是一个流量高手
1703258924# #同问
1692635517# #老胡只需要拿出自己一个鸡腿的钱，就名利双收，佩服
1701769032# #如果不是父母赞助的话，三五年能买的也是凤毛麟爪
1699230803# #据说2024年龙年宝宝会很多，会超过2023年
1703656073# #《露梁：死亡之海》夺韩国周末票房冠军。。露梁海战是朝鲜壬辰卫国战争最后的一场海战，交战双方为中国明朝与朝鲜的联军和日本军队，指挥官分别为：陈璘（中国）、邓子龙（中国）、李舜臣（朝鲜）、小西行长（日本）、岛津义弘（日本）等。海战以中朝联军获胜而结束
1691651893# #黑龙江挺住，老家来人了赞赞
1694096479# #偷笑美俄大使馆在微博打起来了，充分说明微博是一个全球影响力的平台，股价被低估
1693789380# #麒麟芯，鸿蒙魂
1698136197# #没有双臂的游泳冠军，郭金城真是牛逼。一口气，连换气都没有，憋着气，像导弹一样到了终点，不可思议。我一直没有学会游泳。。。。。
1694926548# #问界的Mate7时刻赞赞赞赞赞赞。。9月16日，问界新M7单日大定突破2000台！仅发布几天，问界新M7便持续热销，风靡一时，这是问界的Mate7时刻。过硬的产品，受到越来越多消费者的喜爱。。。25万级问界新M7聚焦家庭出行场景，重金新投入5个亿，带来五座超大空间，标配柔软舒适的棉花糖座椅，全
1703256869# #华为手机的三大系列均已归位，麒麟芯片陆续出现在Mate60、MatePadPro、nova12等众多产品上，标志着华为手机正在满血归来，也意味着华为终端进入大反攻节奏
1694959722# #网友A：XXX的房子，为什么便宜？。网友B：翟欣欣那个小区？。。。。。
1694230843# #一柱擎天也打不到太阳，钻地三尺也挖不倒金矿，小弟弟只是欲望，不是真相。
1689420748# #奇瑞和华为合作的车型，预计年底就出来了。
1698036220# #在拉丁美洲国家当中，巴西是最多日本移民聚居的国家，大概有200万名日裔在当地生活。日本人为什么那么热爱巴西？
1688218071# #原来这梗是说他。。。。
1688208551# #后面一定不简单
1694855885# #过分了，嫌价格低，可以不去，这样玩，有损职业形象
1702290172# #社交网络资讯平台，无处不是水军
1699105860# #以军行动已致加沙地带9488人死亡21世纪，不可思议的残暴
1693635194# #天津是一个文化大市，不仅输出了郭德纲，还输出了跳水大爷
1697132985# #6男生自助火锅店喝111瓶酸梅汤哈哈哈哈哈哈哈哈哈哈
1698028922# #来总个人观点，不代表微博允悲允悲
1700837930# #文心一言评图，余承东和赵明的关系，点评非常到位
1691629277# #一个县总共多少医生。。。这说明他们还有羞耻之心，应该适当从轻发落
1689246467# #最早是攒钱买苹果，后来是攒钱买华为，现在买荣耀也要攒钱了抠鼻
1703636052# #冰箱没啥必要，夏天偶尔用一下
1702892862# #提前打起来，川普也没辙
1694663209# #外交部、商务部是不是应该和美国交涉，让中国手机走进美国市场，中国让苹果进来，美国不让华为进去，这太不公平了
1692296437# #联想集团8月17日发布2023年Q2财报，本季度联想集团实现营收903亿人民币，同比下降24%；净利润13.3亿人民币，同比下降66%
1694955619# #就是。。。不过，姚明和叶莉年纪也大了dogedogedogedoge
1697684616# #中国四大硬核科技公司哈哈哈哈哈，认知战么。。。。。大疆说话了么？京东方说话了么？中芯国际说话了么？
1692292299# #教育机构要求老师穿长裤的原因人到中年，依稀记得中学女老师的性感半透明
1698036127# #百度无人驾驶出租车在亦庄已经有了，在智能出行方面，中国遥遥领先
1690472285# #活着，命运，余华老师看的透彻
1696520177# #徐州一婚礼场地被村民连夜搬空最近这种事儿不少啊，这是来救南阳的。。。。。本质上，是需要有人值班看护的。
1692779299# #【富国银行：美国信用卡拖欠激增恐是经济衰退先兆】随着信用卡、车贷的拖欠率持续上升，资产规模排名在前百大之外的银行，信用卡迟缴的余额已创下历史新高。联准会的数据显示，美国信用卡债在8月初首次达到1兆美元。从历史上看，信用卡拖欠率激增也与经济衰退有关。施罗德分析师SebastianMullins表
1702879210# #东南西北中方甄选旺柴
1688985058# #千户苗寨着火有人顺白布跳下三楼木头房子的防火是大挑战，美国人喜欢住木头房子，日本人也是
1697981363# #【真能规模化推行，那要诺奖级的突破啊】瑞典查尔姆斯理工大学日前宣布，该校研究人员提出了一种从电动汽车废电池中回收金属的新方法，这种方法可回收电池中100%的铝和98%的锂，同时，镍钴锰等宝贵原材料的损失也降到了最低。
1703671300# #老周瘦成小周了doge
1702008271# #不是太复杂的应用，华为应该会出转换工具，切换成鸿蒙应用应该不会太复杂，像Hbuilder这样的三方工具应该也会跟进
1700476981# #小米集团11月20日在港交所发布第三季度业绩公告，第三季度收入708.9亿元人民币，同比增长0.6%；第三季度经调整净利润59.9亿元人民币，同比增长182.9%，其中包含智能电动汽车等创新业务费用为人民币17亿元。。。小米第三季度智能手机收入416.5亿元人民币；IoT与生活消费产品部分收入206.7亿元人民币，同比
1688973730# #婆婆想让老公出钱供妹妹上大学结婚后，让新人再供弟弟妹妹上大学，是不妥的，这是父母那一代的责任。现在供养个大学生，花费不少，新人未必受得了，所以，结婚一定要问清楚家庭情况。
