1697630857# #外媒称浸信会医院遭袭已致至少500人死亡看着真惨。。。
1697552687# #哈马斯发布了巴以冲突第一天音乐节上一名被劫持人质的视频。。女孩说：她叫米亚·谢姆（MiyaShem），今年21岁，手臂受伤，在加沙地带接受手术。“他们照顾我，给我药，一切都很好。“我只请求他们尽快带我回家，回到我的父母和兄弟姐妹身边，”。。这是该组织正式发布的第一个人质视频。拍摄地点和时
1698067403# #以色列用AI技术伪造公众支持，给老外整尬住了
1697795096# #台湾省的绿蛙智商真是捉急，非把纪念币当古钱币
1703910686# #也门举行支持加沙和反对以色列的示威活动。来源：X平台
1696403236# #美国人很“热情”“健忘”，其实说到底为了利益没有任何底线。台湾
1697723611# #英国首相苏纳克（RishiSunak）开始访问以色列。他在抵达时表示，“我很高兴在这个重要时刻来到以色列”。。“我来到这里，是为了表达我对以色列人民的声援。”苏纳克说道。。“你们遭受了难以形容的、可怕的恐怖主义行径，我想让你们知道，英国和我与你们站在一起。”他说道。
1696768846# #巴勒斯坦人民的狂欢
1697270292# #郭正亮：中国大陆将成为新的国际声音台湾
1693619700# #截至9月1日，2023年美国枪支暴力伤亡情况。
1697645858# #以色列国防部推特跟BBC卯上了！。哈马斯说什么你都报，以色列国防军跟你说什么你都要加一句“我们无法核实真伪”笑cry
1702132002# #台专家：虽然华为两年没有发新手机但我一直相信它不会倒下台湾
1693642286# #后面的路人就不能配合一点嘛允悲
1694103868# #台北市一民宅下陷，二楼变一楼。
1703407989# #韩国总统尹锡悦学白宫，首次在龙山总统办公室举办圣诞节活动
1697259374# #今日财新网消息，知名主持人段暄涉嫌向体育总局奥运备战办原主任刘爱杰行贿，已经失联多月。。段暄的社媒从今年4月之后未再更新过，整整6个月杳无音讯。
1697387390# #录像显示，一名哈马斯士兵在上周六对以色列南部的袭击中被一名不明枪手伏击，随身携带的摄像头记录了自己中弹身亡的过程。
1694018585# #蔡英文向“友邦”斯威士兰王国捐钱了。斯威士兰，位于非洲东南部，是南非旁边的内陆小国。在这个人口只有百万的非洲小国，艾滋病的感染率居然高达40%，是全世界艾滋病感染率最高的国家！简单的说，在这个黑人国家里，每遇到两个人，就有一个携带有HIV病毒！。斯威士兰是世界最贫穷的国家之一,艾滋病在这
1703170860# #滾
1697949989# #加沙儿童将自己的名字写在手上，以便在他们遭到袭击和杀害时可以被识别出来泪巴以冲突
1695549928# #美国演员工会罢工还在进行中，这位55岁的特技演员MikeMassa近日以“自焚”传达观点，来引起公众对特技演员工作现状的关注
1697726734# #德国警察踩灭为加沙医院遇难者守夜的蜡烛。外媒称浸信会医院遭袭已致至少500人死亡
1697980133# #德国柏林，数万人集会支持以色列。
1703237485# #呆弯人不挺了？
1694524234# #德国政府9月11日承诺将持续向乌克兰提供军事援助。正在基辅访问的德国外长安娜莱娜·贝尔伯克当天在与乌克兰总统弗拉基米尔·泽连斯基会唔时宣布了了这个决定。她还承诺德国将支持乌克兰加入欧盟的努力。泽连斯基对德国的援助表示感谢，并强调乌军迫切需要加强防空能力。
1697635533# #加沙浸信会医院大屠杀的幸存者，一名医生拥抱一名因恐惧而颤抖的孩子，试图让他平静下来。外媒称浸信会医院遭袭已致至少500人死亡
1697193162# #哈马斯公布最新视频。闪电式进攻加沙地带与以色列边境站点。
1697200201# #以色列称被抓到的哈马斯武装分子，结果搜查出的武器是匕首和手电
1703607496# #乌军方提议再动员45万到50万乌克兰人加入武装力量
1703859800# #谁都不让谁
1701005729# #美媒称大陆无法“攻击”到关岛，帅化民：可笑，又在骗美国老百姓台湾
1703505043# #攻击-11无人机上福建舰。帅化民：超越美国航母台湾
1694429137# #日前日本媒体报道，北海道一家老年疗养院一名79岁的男子性侵了100岁的妇女，该妇女被送往医院三个半小时后死亡……
1700307116# #台媒：一名大陆成都到台湾的交换生穿着白色婚纱、双手拿着写有“找老公”的纸板，站在台大图书馆前，不仅如此，后方还贴有交友信息，表示自己非常喜欢台湾想留下来。
1702134734# #近期有美媒评选中国最强5大武器，福建舰荣登第一台湾
1699525253# #这双标。。。
1694007450# #台湾省今年“双十”图标
1693705935# #绿蛙真是奇怪的物种，过在线了就骂，没过中线就嘲讽
1695645890# #印度篮球官方晒出一张印度女篮抵达中国的照片：“平安抵达中国，赛事很快就会开打！让我们将亚运会金牌带回家！”
1695905325# #9月27日江苏，水果店8.8元一斤卖榴莲，引市民蜂拥排队，出动特警
1697804065# #陆配感叹台湾省物价贵：西红柿30块人民币一斤。
1695637138# #台湾鸡蛋批发价涨到55一斤，历史新高。
1701579674# #大陆096核潜艇静音航速快，帅化民：航母的杀手台湾
1698079193# #台湾媒体称民进党立委赵天麟外遇的是一名大陆女子
1694708759# #男子与健身房有矛盾故意往楼梯倒机油9月12日晚，湖南道县一名男子在健身房的楼梯上泼机油。。　　14日健身房负责人称，男子系楼下商家，因噪音问题之前发生过纠纷，当晚有3个人因楼梯滑摔跤受伤。14日，发通报称，违法行为人张某成被处以行政拘留12日。
1696088634# #美国国务卿布林肯被推特打脸辟谣
1695649103# #日本新上任的防卫大臣木原稔就任后首次视察部队，前往距离台湾最近的石垣岛。他表示如果“台湾有事”，日本将出动第8师团协助居民撤退。
1695795705# #高嘉瑜遭男友林秉枢施暴，法院二审判2年10月刑期，据悉林秉枢将于中秋节后报到服刑，服完剩下14天刑期，其余罪名缴完罚金就恢复自由。
1694922762# #台独小丑
1703240147# #台湾才多少度？军人都冻死了。。。
1697726426# #美国援助的军车抵达以色列
1693719123# #今日（9月3日），香港特区行政长官李家超、特区政府高层官员、立法会议员及社会各界人士上午8时出席在香港大会堂纪念花园举行的官方仪式，纪念中国人民抗日战争胜利。香港特区政府举行抗日战争胜利纪念仪式
1702034488# #欧美想“脱离”中国供应链台退将：未来AI新能源都离不开大陆台湾
1697386340# #巴勒斯坦孩子向在以色列空袭中丧生的母亲告别。以色列轰炸后的加沙尸横遍野
1694831847# #洛杉矶唐人街抢劫案:男子残暴袭击老年店员
1702388038# #山东舰穿越台海美舰却越来越少郭正亮：因为大陆军武越来越强台湾
1697367522# #巴勒斯坦人试图从被以色列空袭摧毁的房屋废墟下营救一名小男孩。
1703849143# #以色列军队俘虏和羞辱加沙巴勒斯坦公民的新镜头！拿着扩音器的以色列国防军士兵：“哈马斯给你们带来了麻烦。你以为我们找不到你。”巴以冲突
1702908986# #台舰长喊话：美国为什么造不出电磁炮，因为他们没有马伟明台湾
1695905561# #公知不是说他们从来不封路的嘛？。警察出动封不说特勤局的黑衣人特工都出来封了。。感谢TikTok的出现让公知打信息差这套吃不开了。
1696516247# #中国女篮vs日本女篮当日本女篮逼近比分时，看台上穿蓝色衣服的中国台北女篮队员高兴得直跺脚二哈
1697635922# #女司机驾车操作不当冲进酒店鱼池子里。。穿着高跟鞋费解
1703771372# #土房哥于北辰为民进党删减文言文开脱台湾
1703766539# #台湾人口头禅让大陆人“爆气”二哈二哈二哈
1697472220# #以色列空袭后，加沙地带东北部的拜特哈农镇
1697558606# #现在的巴勒斯坦。。。以色列巴勒斯坦冲突
1697360775# #连续3年均只招到1人，台大“国防学士班”明年停招。据台湾“中央社”14日报导，台防务部门于2020年起与岛内多所大学签约成立“国防学士班”，争取高素质人力加入台军。不过台湾大学、政治大学等校，考察招生状况不如预期，已决定2024学年度停招。
1702910742# #歼-16D可在复杂电磁环境下作战张延廷：不管什么导弹，通通瞎掉台湾
1697031350# #赵少康：台湾制造潜舰中不合理的地方太多，民进党不知道在搞什么鬼，这样的潜舰能下水？
1697346778# #联合国车辆离开加沙地带北部，向南前往汗尤尼斯市。巴以冲突不断升级面临失控风险
1703069902# #民进党铁粉说，赖清德曾经到他家恐吓他爸爸妈妈，拆他家
1696306052# #台媒：台湾潜舰在“干”船坞里“下水仪式”，是世界级笑话，丢死人了
1694581558# #台湾防卫部门称今日35架解放军战机台湾周边演训，并派出军舰尾随山东舰
1694877255# #美国共和党国会女议员劳伦·博伯特因行为不当而被禁止进入剧院。。共和党国会女议员劳伦·博伯特和她的同伴到科罗拉多州一家剧院，当时他们正在观看音乐剧《甲壳虫汁》情不自禁……
1696953447# #10月10日，有网友爆料，华北理工大学学生反映在食堂饭菜里吃出疑似老鼠头的不明物体，学校回应称领导已在研究处理。。晚间，华北理工大学发布公告，食堂一餐饮公司违反食品卫生相关规定，在经营过程中发生食品卫生问题。经研究决定，解除与其之间的委托经营合同，并将依法依规追究其相关责任。
1695141517# #网友在香港岛太古城一家日本烤肉店吃烧肉，点了一条西京油甘鱼，吃到嘴里有奇怪腥味，一看，竟然有大堆虫子在鱼里面。店员说是来货的问题，换掉，客人拒绝再吃，最终买单700元
1694581737# #日本防卫省将向台湾派遣常驻人员，称加强情报收集以及与包括军方在内的台湾当局的沟通
1694964569# #一架意大利巡逻机在都灵机场坠毁。飞行员弹射逃生，一名5岁女孩却惨死在地面，家人受伤。
1694773451# #日媒：中国天津等港口正在对日本货船所承载的“压载水”进行放射性检测。压载水（亦称压舱水）是船舶为了保持稳定平衡性，在出港前吸入到船体内的海水，到达目的地后排出船外
1694965030# #车主车尾贴暖心标语，“内有孕妇回家生娃保持车距谢谢”，镜头一转，大车远远的停在后面…
1695538645# #杭州亚运会为了践行环保理念，现场不放烟火，而使用的是AR技术虚拟烟火。然而这样却让绿蛙殖人又高潮了，说是造假，说中国没钱了。
1696522158# #印度，女子卧轨自杀，动机不明…
1696521785# #棒球赢了大陆绿蛙又可以嗨起来了
1702464780# #台媒：菲律宾参谋长和司令登仁爱礁破船大陆在美济岛驻扎7艘海军舰艇台湾
1703771771# #红豆泥斯米马赛
1696850676# #约旦河西岸耶路撒冷以北卡兰迪亚，以色列军警与巴勒斯坦武装人员街头枪战
1697722154# #BBC记者分析加沙阿赫利医院爆炸事件是由谁发射的导弹加沙地带一医院遭袭数百人死亡
1697121580# #美国国务卿安东尼·布林肯正在对以色列进行正式访问。。布林肯在他们开始讲话之前告诉内塔尼亚胡：“我们在这里，我们不会去任何地方，”
