1701961393# #有很多疑团等待揭开
1698848957# #村干部回应药材种植园遭村民哄抢群众以为收完了才挖】近日，网传“河南周口一中药种植合作社遭人哄抢，种植园主坐地痛哭”引发网友热议。11月1日，华商报大风新闻记者从种植园相关负责人处了解到，该种植园连续3年因受灾至减产30%至50%，且由于行情不好，一直亏本。今年行情好，“原以为会赚不少钱，
1693107586# #又是它！一个媒体人，难怪为小日本洗白。
1701699451# #转发微博
1701874144# #一次打了几百张中奖彩票且全部中奖，先兑一部分。彩票不记名，下次换人拿着彩票依然可以继续兑！
1697509156# #曾经，各地以狗为新闻主角的热搜话题此起彼伏。
1697297641# #转发微博
1700057421# #公职人员驾车撞死夫妇肇事方担全责交通事故定责与司机是否是公职人员没有因果关系！。媒体却揪着司机是公职人员做文章，如果肇事司机有违纪行为，可以举报到纪检监察部门调查处理。
1699281575# #喵星人差点跑丢
1692147593# #转发微博
1699164181# #超市老板猥亵14岁小女孩被行拘9日形成重大舆情，这个通报姗姗来迟！
1695222696# #制造网络话题，带节奏造争议，引流。流量伴生利益。
1693753060# #发通稿的屁事没有，批通稿的会被禁言。这事我况遇到过。
1696077463# #海产姐妹女双淘汰不进则退，胜败乃是兵家常事。
1702436325# #丢人现眼的新闻。。这位区政协委员，不可思议，弄巧成拙！
1692322822# #打卡长隆欢乐世界迷惑行为大赏
1703463749# #胡锡进父母自年轻时就是虔诚基督徒……全家深受影响
1701130364# #转发微博
1698722458# #这个作家造谣。
1701062126# #【小区交房后又在楼顶挖消防井业主：未经任何业主同意】11月26日，湖南衡阳，有业主爆出小区已交房，很多业主已装修并办好房产证，小区却突然从楼顶悄悄施工，要从33楼到1楼修出消防井，而业主对此并不知情。。建筑规划、竣工验收这些环节都失控了吗？
1696720369# #迷笛音乐节要反思的不是当地群众当地不反思，难道让外地的网友反思？
1698074344# #好事！明眼人都看得见，女拳、同性恋和狗奴，就是搞乱中国的三张牌。之前官方半遮半掩，现在冲冲新华社，让博主及上层清醒清醒也好！
1691196494# #迷惑行为大赏先搞负面报道，后签合作协议，这个套路不是无知，是违法犯罪。某些地方的宣传部门被无良媒体人拿捏的死死的，如此套路反复操作，简直是个笑话！清朗行动
1692276418# #打卡了“大鸽饭”…
1701408409# #且不说学习优劣，就凭他阳光开朗的性格，就值得称赞👍。有网友说，因为他没尝过什么是甜，所以他感觉不到什么叫苦。
1700448146# #港珠澳大桥香港段半马拉松本次马拉松比赛男子挑战组的第一名是外国选手，此前已经冲线。视频中拉线是为了迎接女子第一名冲线。结果，在等女子冠军选手时，小日本男选手加速冲刺，与女子冠军几乎是并驾齐驱，抢在女选手冠军选手撞线之前冲线。。本次赛事安排不严谨，作为设立男女项目的混合赛事，
1698746453# #警方不予公开中学男生被逼吃粪案件支持警方的回应，依法不公开！避免造成二次伤害。这个回应也给类似舆情提供了借鉴经验，不是所有舆情都必须发“情况通报、警情通报”。该拒绝就要挺直腰板说“不”！。遇事就祭出“警情通报”来处置舆情，未必是最佳措施！有些人误认为，发通报是回应关切的唯一
1696559721# #江西体彩公布一30万中奖者身份按此操作，以后所有彩票中大奖者都应主动公布实名信息，接受公众质疑。
1699515108# #十个大号的“老虎凳”？。大律师，照片应该没有删，发出来让大家欣赏一下你所描述的“老虎凳”！
1703222688# #涉黑案件，依法严惩。
1695252238# #为了反诈宣传，公安民警真是拼了哦，文县公安倾情打造的又一洗脑神曲“十不该”！。唱功好不好暂且不论，这份创意，这股勇气，这对歌手，绝对值得点赞👍。PS：二位，要是被逼的，眨眨眼😉一起来投票
1698109743# #女子举报嫂子身为公职人员婚内出轨生子用孙子和爷爷做DNA鉴定，证明二者之间没有血缘关系，这个证据不够扎实。毕竟，爷爷要有证据证明，他与死者是亲生血缘关系。。事出异常必有蹊跷，死者去世八年，小姑子站出来举报嫂子出轨……。大概率是涉及到财产分割继承。
1692544233# #美食美食广州美食打卡
1695521404# #关系户承包学校食堂比预制菜更可恨关系户的背后牵扯到了利益，隐藏着腐败。
1695043592# #一通电话采访，啥实际内容也没采访到，就这样发稿子了@大皖新闻
1693324769# #导游发视频吐槽鲁山天价雕塑收到威胁信从质疑雕塑转向质疑滥用公权力侵犯公民隐私，鲁山在自掘坟墓的路上越走越远。。质疑招投标，深挖中标公司的背景和当地监管部门有无利益输送…。鲁山某些领导，现在心慌慌了吧？。雕塑舆情，如果处置得当，本可借助舆情，顺势操作一波牛郎织女神话传说的文旅宣传。。
1692322870# #美食美食广州美食
1693975275# #好离谱呀
1697881327# #“谣”遥领先！。本来是“安徽一网友坐地铁发现警犬戴口套”，经过转载传播变成“在安徽安庆地铁上执勤警犬戴口套”。。安庆发布已经辟谣！。安庆暂时没有地铁！
1695108388# #被啪啪啪打脸。
1702081971# #目前，我局已根据辅警管理工作规定解除张某劳动合同，并依法予以行政处罚。同时，给予张某原所在部门负直接管理责任的民警田某责令检查，给予负有领导责任的毛某诫勉。
1700526066# #云梦泽公司招投标是否合规，这是本次舆情的焦点。企业行使执法权，引发群体性对抗，舆情不断蔓延。双标：不许单杆钓鱼；公司却可以地笼捕捞….
1697589565# #【加沙地带一医院遭袭数百人死亡】目前，巴以冲突已超4400人死亡。巴勒斯坦卫生部门17日表示，以军当天空袭了位于加沙地带的一家医院，遇难者多数是患者、妇女和儿童。哈马斯方面称，死亡人数超过500人。现场有强烈爆炸声并发生火灾。巴勒斯坦总统阿巴斯宣布在巴全境为医院空袭遇难者及在本轮冲突
1698910580# #转发微博
1696473008# #南阳音乐节盗窃事件的最大启示倾一城之力，打造的品牌，。毁于此偷！
1698748514# #转发微博
1699198027# #转发微博
1700798165# #转发微博
1701570391# #女子排队礼让孕妇后被他人暖心礼让这40秒医院大厅监控有幸被医院宣传部发现。。收费人员在孕妇插队后集体离席。多个窗口收费人员全部离开坐席，一名身穿深色外套的女子疑似护士，并非收费员的白褂。三人凑在一起嘀咕几句，护士装束女子还娇嗔捶打了一下工作人员……。视频中的排队人员中，本来排在
1693902807# #悬挂横幅标语是为了能在照片中直接体现政企早餐会的形式！
1701672244# #你对处理结果满意吗？
1698929551# #长期不社交的结果11月1日，安丘融媒评论区是这三位“值班”，其中两人吊儿郎当，敷衍了事。。这种评论就是高级黑！
1703391147# #尝试一下
1693620215# #真是可惜了这一地大肠。让人“肝肠寸断撕心裂肺”。允悲允悲
1692369859# #广州美食打卡广州
1700395368# #迷惑行为大赏猫仔
1702022831# #西安警方回应警务人员维护偶像威胁网民这是病，要治！
1697347519# #
1699766893# #“审讯椅”与“老虎凳”，完全是两个概念！。迟大律几十年执业生涯，应该见过不同款式的审讯椅。。涉黑团伙案件，不上审讯椅，难道配按摩椅吗？。警惕偷换概念，“老虎凳”意味着刑讯逼供……。刑辩律师，热衷于制造冲突，制造舆情，死磕法庭也是一种表演，毕竟代理费用不菲，要表现出能力给委托人欣赏！。
1702088947# #支持good支持警方依法处理good
1704092151# #@淮南发布
1696347278# #同一个新闻，话题略不同，内容不变蹭两遍热。果然有水平。
1703224023# #旁听律师在表演🎤
1702955429# #警方通报女子言语滋扰执勤武警果然是精神不正常，正常人不会做出如此出格举动。
1704167056# #宁陵县育华园学校学生杨某某坠亡事件调查情况通报
1694271239# #官方通报小学被指强制订酸奶给差评！追责问责！
1695707439# #转发微博
1701601012# #大V删了？
1692157925# #转发微博
1695085950# #2023世界制造业大会智造世界创造美好聚焦安徽新能源汽车产业
1700726125# #这样的账号确实没有存在的必要。。开通运行四五年了，粉丝几十个，点评赞二十余个。。注销此类运营不力的政务账号，明智之举！
1696642099# #南阳女主持人含泪控诉看到这位女主持的哭诉，忍不住想说几句！发生了物品丢失被盗事件，网友批评几句，就被描述成键盘侠、网络喷子？？。瑕不掩瑜，南阳前期工作做的很出色，赢得好口碑。网友们纷纷给予肯定与鼓励。。物品被盗这事发生了，依法处理即可。错了就认，有错就改，没啥大不了的
1695085864# #聚焦安徽新能源汽车产业推动新能源绿色化发展
1696477914# #迷笛再回应乐迷财物被盗事件迷笛再发通报，把“傻逼”直接写进了通报中，在一声声“牛逼”声中迷失方向。。把“傻逼”一词直接写进通报，骂街式的通报，实为罕见！。把一次音乐节办成重大舆情翻车现场，南阳一肚子委屈，一肚子苦水，迷笛官方一句“傻逼”，再次把南阳舆情推送到热搜。。这句看似牛逼的
1704092176# #@淮南日报社
1700784638# #一条边境线，那边干生死，这边干八卦。请收看大爷大妈们来自战地一线的实况报道。。去年，中国互联网新增网民五千余万，农村网民大幅度增加，云南边境地区的大爷大妈们极具互联网精神，第一时间发来吃瓜新闻。
1693384884# #转发微博
1698805756# #你们这装逼的水平直接碾压小司机，谁想到这个套路的？不去直播带货太可惜了。
1698657554# #中国永远不缺汉奸，只要招招手，就会来一狗。
1697345074# #河南郸城官方回应网传村民哄抢玉米事件。
1704021839# #中国加油，转起！
1701874211# #写的棒good
1693571891# #华少不信谣不传谣辟谣的标准姿势：有时间显示，有地理位置标签，有人物，有文字说明….。言简意赅，一目了然！
1704090304# #转发微博
1697901021# #交通安全伴我行歙县徽州古城府衙广场，全国交通安全大篷车安徽黄山站活动圆满结束。一起来学交通安全知识，传播文明交通正能量。
1702295310# #转发微博
1701790995# #微博辟谣缺乏基本常识，网络谣言轻松突破省级党媒的安全防线，沦为传谣的工具！清朗行动
1704112437# #微博发布了这么多，零转发零点赞零评论。党媒的舆论阵地形同虚设。我帮你转发一下，避免零转发的尴尬
1703382769# #平安夜包饺子！就像1950年的平安夜，是中国人民志愿军的胜利之夜，是祖国的平安之夜！12月26日，伟人诞辰纪念日。
1703687606# #你们的网站为什么要强制全员注册？
1698910568# #转发微博
1692883257# #中方暂停进口日本水产品是完全必要的不要抢盐，有些大神囤积盐巴够吃三代…..
1696540316# #陈某煽动误导村民拿东西被刑拘第二段文字，“爱心组织和志愿者”、“找到手机和身份证”、“妥善保管”…….
1698461062# #红绿灯的黄道歉走的就是低俗路线
1695540304# #媒体从业者，形象很阳光，职业很高尚，身为公众人物，却犯下如此违法行为。。以后还怎么在媒体亮相，公开带货呢？
1704057293# #转发微博
1704092417# #@淮南日报社
1699154899# #行拘9日，这个处理遭到质疑。
1698893301# #离世女教师加班数石榴系谣言“河南女教师自杀事情”舆情沸腾，湖南桂阳教育局推出教师包联机制的新闻，自己往枪口上撞。。教育局党组书记、局长张行秋接受采访，成为新闻主角，把自己架在火上烤。。看评论区，一边倒！
1695292538# #传播中国声音，“心心相融，爱达未来”！good
1692106855# #女子上山找鸡枞菌被吓到头皮发麻这是所谓的矩阵吧？谣媒谣起来….。新闻的生命是真实！
1695979489# #转发微博
1703766246# #老胡想做振臂一呼的意见领袖，可以骑墙姿势太难看。
1695521632# #差之毫厘亳州捂着嘴笑，万达免费为亳州再做一次事件营销。
1699085609# #盘点河南多地哄抢事件通报短视频报道：一运输水果的货车在河南商丘翻车，群众自发帮忙无哄抢。。“不哄抢”成为新闻点，也算悲哀。。从视频可以看出事发路段在高速公路服务区匝道处，画面中的群众大多身穿工作服；不及时清理，服务区通道受阻，服务区将无法正常运转。。划重点：事发地位于高速公路，是
1692101667# #铁骑队员停车执勤时，换戴便帽，骑车时戴头盔。。这个“阜阳老闫”言语中看似关心关切，实则暗戳戳地诅咒，不是蠢就是坏！
1691827876# #迷惑行为大赏不出所料，这视频是编造摆拍！云南昆明警方已经回应，系编造摆拍。
1696845942# #你们这是直接对谣棍凌空踢脸啊，太豪横了！good笑cry老汉推理
1695016020# #转发微博
1698469611# #哪个民政局给重婚者做婚姻登记？已婚状态男女是无法在民政部门再次婚姻登记。
1693178985# #图片评论
1700635524# #全国各地开运动会，有志愿者追着主办方要证书要学分的吗？以前没见过！
1691995400# #good
1696901025# #女子PPT举报前夫婚内出轨博士造假网上有举报，纪检监察刚刚开始调查，官媒就已经带头网暴当事人了。10月9日，涉事单位发布情况通报，在标题上直呼其名，这何尝不是官媒网暴！。此风不可涨，官方媒体不能搞“双标”，客观陈述事实，不能为了所谓流量而丧失基本立场。
1696865969# #→→
1699348313# #卫健委通报医院贩卖出生证及婴儿11月7日下午，襄阳市卫健委针对媒体反映“襄阳健桥医院公开贩卖出生证贩卖婴儿”问题作出的情况通报。该通报称，11月6日晚，工作专班进驻涉事医院，连夜询问了相关人员，并封存了相关资料作进一步核查。目前，涉事医院妇产科已停业整顿，相关责任人已被控制，医院院长
1701744560# #热点舆情网传的，珠海警方的，澳门官方的……
1701831355# #省级党报发布虚假新闻！应该是“酒驾检验新标准推出了…交警执法不受影响。酒精数值认定标准就没有改变过！20mg/100ml是酒驾的起点数值。
1699592733# #云南媒体还原迟夙生律师在法院突发疾病全程大律师利用媒体造势，制造舆情给法庭施加压力，所代理的是涉黑团伙案件。。大律师所称法庭设置十个“老虎凳”，应该作出解释，涉黑案件，犯罪嫌疑人需要上刑具，庭审期间也不例外！
1696168423# #【以英雄的父辈为榜样做党和人民的忠诚卫士习近平总书记重要回信在全国公安英烈子女中引发热烈反响】
1700533133# #同一个省，5G通讯技术，服务理念的差距太大。
1698661032# #允悲允悲
1704021875# #中国加油，转起！
1703409924# #微博辟谣一男子编造“青浦一集装箱着火致一家六口全部死亡”谣言被警方依法行拘
1695643323# #国足男队和大A股市给互联网提供源源不断的段子…..血泪史
1696903532# #转发微博
1700057290# #金星口含明珠进退自如金星这个话题太俗
1696865340# #→→
1703430634# #老胡说不要制造对立……
1703950502# #挖鼻嘻嘻
1702875740# #转发微博
1700099580# #中山大学通报贫困生炫富事件从通报可见，程序合法，事实有偏差！校方认定的贫困生有高消费的能力，恕校方愚钝，眼拙了！
1691941498# #我劝你懂点法
1698209802# #转发微博
1695085896# #2023世界制造业大会推动新能源产业绿色化发展。
1692956575# #百事可乐大概率是切错账号，秒删。
1696925110# #北极鲶鱼爷爷曾称老老实实干到退休嗯哼
1700395216# #六公主说得对
1695369056# #迷惑行为大赏新闻力求严谨，新闻要严谨，使用简称要规范。山东师范大学简称“山东师大”。整个“山师大”的简称，山西师范大学会不会“一激灵”，为之一震。。一字之差，是东是西？
1693109012# #原来是一出原配收拾小三是戏码！
1700270880# #货运企业制定的“时效”考核，把时效与运费挂钩，导致司机疲于奔命，疲劳驾驶现象日益突出，涉及长途运输货车的重大交通安全事故屡屡发生。货车司机用健康和安全风险在换收益。。运输主管部门要规范快递、物流行业这种乱象，欲速则不达！在抖音上，不少货车司机展示自己疲劳驾驶的生活状态，看着就令人
1701247329# #“现在妻子仍在住院治疗，因遭到指责心情低落，已经哭过一次。”
1700552477# #【聋哑商贩遇纠纷民警写满四页纸化解心】近日，安徽阜阳。一聋哑商贩与快递员因驾驶三轮车发生剐蹭产生纠纷。民警了解事件经过后，拿出纸和笔商讨解决方案。经过几个小时的“无声”调解，民警写满了整整四页纸，最终化解了这起纠纷。双方主动握手言和、互相道歉并对耐心化解此次纠纷的民警竖起大拇
1700530828# #港珠澳大桥马拉松疑不让中国冠军冲线组织不力，现场混乱。实情跟我预测的差不多。
1698073645# #转发微博
1699970657# #热点舆情【当地回应河南一中学发生踩踏事件：网传伤亡数字不实，将通报具体情况】11月13日，网传河南省焦作市武陟县兴华中学发生踩踏事件，传言称受伤超20人、死亡4人，伤者在武陟县人民医院、武陟县二院等医院治疗。。。针对网传消息，11月14日，武陟县教体局及兴华中学所属龙源街道办工作人员均
1696640680# #官方通报已婚女子陪领导喝酒醉卧街头“官方通报已婚女子陪领导喝酒醉卧街头”这个热搜话题貌似错了，与官方通报内容不符。。应该是“未婚女科长与已婚自由职业男子因感情纠纷，男子曝光女科长陪领导醉酒….”
1703820182# #我手机一直都是静音模式，避免打扰别人。
1704091438# #淮南日报的潘集区专版。。安徽纪检监察发布：淮南市潘集区多名领导干部失职失责，造成统计数据严重失实问题。省统计执法检查发现，潘集区36个固定资产投资项目2022年1—9月完成投资综合差错率超90%。淮南市委常委、潘集区委书记宋立敏，区长闪健，副区长曹多杰以及区统计局时任局长程兵等多名领导干部
1693970508# #河南方城县早餐会被质疑搞形式主义看一下网上的评论，形式大于内容。
1698913471# #湖北大学保卫处回应情侣与校外人冲突【警方介入处理】11月1日，湖北武汉，网曝湖北大学图书馆外，一对情侣跟校外人士产生纠纷，双方大打出手。视频中，情侣中的女生指责旁边的两位男子盯着自己看，被指男子感到不满，上前争执，进而双方发生肢体冲突。11月2日，湖北大学保卫处一名工作人员表示，此事
1703505797# #不合格！
1698849415# #转发微博
1695487732# #转发微博
1698022654# #女子带婴儿被3条流浪狗围攻咬伤应该严格执行禁养烈性犬，大型犬的规定！
1698742768# #转发微博
1701818497# #渗透进了高校
1691939441# #男子要女孩微信被拒后对其爸爸动手视频警情通报近日，在社交媒体平台上，一则内容为“男子要女孩微信被拒后对其爸爸动手”的视频引起网友热议。13日，沈阳铁路公安局长春铁路公安处发布警情通报，该视频系抖音用户编造杜撰，已对其处以行政拘留5日并处500元罚款的处罚。
1701684776# #五月天假唱鉴定我是音乐盲，一直以为伍佰和五月天是一个团的
1703576411# #转发微博
1698834600# #教体局已介入郑州女教师跳楼轻生事件矛头已经指向校领导，查吧。
1700468625# #好走不送
1703572032# #转发微博
1696559836# #江宁婆婆评南阳盗窃事件官方失声，迷笛抢戏，舆情一再发酵。
1700789057# #政务账号盲目追求流量数据，爆款火文，频上热搜榜，未必是好事。。以公安机关为例，做好外宣就应该遵循一个准则：“说警察好故事，说好警察故事！”。言简意赅，看似容易，要求很高。。流量好似毒药，沉迷于流量的诱惑，易让人误入歧途。。说“好故事”，“说好”故事！品一品，是
1699788562# #福州取消安全教育平台打卡这个平台给老师和家长增加额外负担，家长和学生是否愿意接受平台教育，应取决于平台内容的质量。行政手段强推，各种指标考核学校，教师再把压力传导给家长，家长替孩子完成内容学习……。全社会都高度关注孩子的安全教育，每个负责任的家长都不会拿孩子安全当儿戏，教师
1692201135# #美食蒸海鲜
1696925027# #官方通报城管吃霸王餐遭拒后返回检查经查：商家所爆料的内容与事实不符，属于不实投诉。。3名当事城管工作人员被商家误解，又遭到网暴，应该是受害者。。令人诧异的是，当地主管部门却对3名当事城管进行批评教育，并责令作出深刻检查。。这不合乎常理！
1703520820# #转发微博
1701575165# #普通人没有意识到会被医院欺骗。也没有专业知识去发现和揭露骗局。
1692197221# #未成年犯罪…..
1699256048# #天津助学金当事人不认可调查结果不但要占休息时间培训，还琢磨着扣钱，心理培训之后，写完心得体会，心理压力更大了！。双重暴击之后再来雷霆一击！
1699950756# #四川一地规定不叠被子罚10元无法执行的村规民约
1703825245# #允悲
1694132299# #转发微博
1693752237# #宿州市委加强舆情相关的学习了good
1691983351# #还是凯里的！。几年前的“配方”依然没变。。微博搜素可见资料。。年轻小伙，不学好！
1696332109# #转发微博
1701873692# #阿信回应如何做好新媒体运维？让新闻火起来呢？。多转评赞，上游、重庆商报率先垂范，评论区里忙不停，搞起！。为他们的敬业精神点个赞吧good。点个大一点的赞赞👍👍👍清朗行动
1694423455# #萌宠猫仔
1704111376# #网红欧可爱因车祸溺水离世
1701156605# #迷惑行为大赏编辑想表达什么呢？人不如猪？人不如野猪？硬要蹭体育名人热度，如此新闻采编，不地道不体面！热点舆情
1701876808# #今天刚刚开始如此刷评，上游引领媒体传播新风尚。@上游新闻
1695507873# #猫仔
1702543941# #董明珠怒斥孟羽童董大姐不断上热搜
1701510629# #上海法治报还在做最后的努力💪洗
1700056274# #金星蹭热度
1700278659# #转发微博
1698913614# #读文字，仇很深，不知道发生了什么？哆啦A梦吃惊
1693150994# #该事件发生在2023年1月19日，安徽阜阳阜南南湖公园大摆锤座舱转到高处停摆。故障不到10分钟，系两边游客体重相似导致。（请网友转载注明出处和新闻发生时间，不要误导舆论）
1695086846# #导师在太空开了门实验课放眼历史，给美国人当狗的，有几个能得善终的？
1692136376# #习惯了用侵权名义耍流氓
1701870448# #田馥甄回应五月天假唱风波五月天，占据热搜榜……
1693323949# #据她14号向学校提出辞职。18号喜笑颜开签约“无忧传媒”，22号哭诉“我想辞职了”，24号自曝哭诉辞职。。连发四条哭诉视频，火了🔥
1702438794# #家长献血100ml子女可得2入学积分这个政策是负面的。坐在办公室的想出来的措施，献血捐血换积分，变相榨取外来人口的血🩸。。或者花钱买积分，一千元2分…..热点舆情
1703296680# #@中央网信办举报中心
1694082284# #转发微博
1696770221# #喵星人挖鼻
1704117231# #转发微博
1697340478# #转发微博
1701241792# #转发微博
1692601117# #清朗行动官媒接的广告，。建议审核一下内容。不要沦为变种电诈的帮凶！建议不要和诈骗电话聊天
1701156186# #亳州迷惑行为大赏11月25日，亳州利辛一街头表演被指低俗，几名女子衣着清凉，将一男子强压地面，疑欲扒其衣物，还有一女子将胸部抵在高速旋转的车轮上。公司回应，同事搞着玩。
1701332149# #清朗行动微视中国微信公众号八个月没有更新了，残留一条的阅读量惨淡。视频号、抖音账号作品阅读量屈指可数。。拉着几个不在职的文旅部门的前官员举办所谓的盛会，人人有奖，皆大欢喜。。以文旅为名，批发一堆奖项，参会者皆大欢喜。奖项含金量令人担忧，不要把奖项当成业绩吹嘘，忽悠来的
1701748468# #哗众取宠的宣传，违背法治意识的政府决策。自以为发了一个很牛掰的政府令。法盲
1701957364# #江西2.2亿大奖诞生门店店门紧闭休息中建议媒体记者向民政部实名举报本次福彩销售中奖存在重大问题，由驻民政部纪检组或中央纪委监委指定调查组牵头展开调查。。由江西自查，无论结果如何，都会遭到质疑。本次福彩疑点较多，过于反常。不适宜使用“保护隐私”这个借口逃避调查。
1697808101# #依赖低俗庸俗能成为网红，谁之过？为什么“赖、坏、丑、恶”的账号能发展壮大，能成为网红？
1700114123# #山西永聚煤业火灾已致19死【山西永聚煤业火灾遇难升至25人】记者从山西省吕梁市离石区永聚煤业联建楼火灾救援现场了解到，截至发稿时，遇难人数升至25人，目前火势已经得到控制，救援工作仍在继续，伤者已送医救治。山西永聚煤业火势得到控制山西永聚煤业火灾已致19人遇难（央视新闻）
1695043970# #这就是杭州人的格局实属不该
1691659213# #转发微博
1698052519# #章子怡汪峰我们决定解除婚姻关系不关心你们的私事。
1701793104# #新闻的生命是客观真实。
1692198220# #满桌其他菜肴，推销砀山酥梨。
1697202192# #请依法处理造谣者
1691292472# #河北日报道歉胡锡进，这是技术问题吗？明摆着是责任心和工作态度的问题！。啥事都洗，没有胡锡进洗不干净的脏水！清朗行动
1694147608# #话筒微博辟谣
1700552826# #👌，推一条就推一条
1694063217# #合肥回应的内容
1692635106# #清朗行动【新骗局：卖惨式网络营销】抖音账号“钟哥在努力”，同步运营两个相同昵称的抖音账号。卖惨式的剧本表演，旨在将男主角打造成一位诚实守信的负债企业家形象。剧情多样，主打卖惨、诚信，编造谎言塑造男主诚信的人设，因演技娴熟，着实蒙蔽了不少网民。。“钟哥在努力”在抖音现有两个账号，
1700797940# #吴亦凡案二审维持原判2023年11月24日上午，吴文诩）
1695373833# #把摆拍博流量的段子当新闻发
1697371036# #清朗行动有安全才有幸福！。骑电动三轮车，佩戴安全头盔，严禁违法载人！
1696078129# #官媒造谣，自损公信力！应当严肃追责！
1698391656# #恶少。
1695096001# #在中国制造业发展进程中，有着安徽人无穷的智慧与贡献。一起来看安徽制造的“前世今生”挤眼2023世界制造业大会倒计时1天智造世界创造美好聚焦安徽新能源汽车产业
1700035397# #这个是抖音小网红，社会化车辆检测机构的工作人员，并非公安机关人员。。擦亮眼睛，别喷错了！。严重怀疑这段直播是炒作！
1693753159# #转发微博
1695204382# #猫仔
1698911240# #昨天chatgpt可能已经有了意识。今天科学家称ChatGPT可能没有意识。到底有没有呢？
1696126100# #转发微博
1698918051# #允悲
1691416402# #什么叫“党总部”？（你私信拒收，那就公开喊你。）
1699087289# #外卖深夜1400元牛杂汤疑为非法服务把段子做成新闻，把谣言扩大，产生舆情，倒逼官方回应。这种操作手法正日益成为媒体的一种采编模式。。段子新闻化无异于造谣传谣；。新闻段子化等同于自损公信力！。有些媒体正逐步交出舆论宣传阵地，沦为娱乐营销号！清朗行动
1701736649# #法官普法，“经常自首的朋友都知道，自首也是需要技术的…”
1696077988# #该新闻系谣言，中国铁路已经发布辟谣信息。
1699085433# #热点舆情短视频报道：一运输水果的货车在河南商丘翻车，群众自发帮忙无哄抢。。“不哄抢”成为新闻点，也算悲哀。。从视频可以看出事发路段在高速公路服务区匝道处，画面中的群众大多身穿工作服；不及时清理，服务区通道受阻，服务区将无法正常运转。。划重点：事发地位于高速公路，是封闭路段，无村民
1698883547# #教体局通报女教师跳楼轻生事件媒体报道“轻生女教师曾被要求加班数石榴”；郑州当地教育主管部门回应：“加班数石榴”是不实信息。。该相信谁呢？清朗行动
1698397103# #吴尊友逝世一路走好！
1698839650# #提供一个线索，2017年就被曝光是“假记者办的假周刊、假媒体”，2023年，这个假媒体“法制江西”还在网上蹦跶。
1696029259# #向烈士致敬
1695894970# #北京已达严重拥堵非必要不外出，路上堵的不要不要的……
1691722502# #臭不要脸！。年纪轻轻就上路乞讨，靠欺骗手段当街乞讨！
1695619937# #转发微博
1699113659# #外卖深夜1400元牛杂汤疑为非法服务网络搜一下“外卖媛”，有些媒体把虚假摆拍的段子当成新闻咨询信源使用。。摆拍，段子，新闻……
1696640710# #调休是做梦吗？调休，是个梦想。
1695107319# #华中师大通报公众号引用骂人伪诗经就是谐音梗的脏话。跟诗经没有一毛钱关系。
1696393246# #山西窒息致7死事故系家庭作坊中毒人民日报及时公布了该起事件简要信息。。短短几个小时，多个版本的谣言在网络传播，误导公众。（划红线的截图是造谣传谣的自媒体）清朗行动
1700148092# #缅北电诈集团涉嫌故意杀人其3头目被抓红安县融媒体，身为官媒，在这条国人关注的热点新闻上，就不应该抖机灵，不应玩标题党。明国平等三名缅北电诈头目被缉拿归案
1691546277# #转发微博
1703320753# #爱尔眼科医院的礼单舆情，当地纪检发声。
1693801024# #嗯哼，如果人生像江水→→貌似只能往低处走了！！！
1692505244# #一周之旅，广州再见
1702284236# #图片评论
