1600642006# #厦门-音乐广场等
1577833889# #恭祝大家在2020年新的一年里有。“鼠”不尽的快乐✌。“鼠”不尽的笑容☺️。“鼠”不尽的钞票👏。“鼠”不尽的幸福👍。“鼠”不尽的收获🎁。愿所有的好运都“鼠”于我们🌹🌹🌹🐁🐁🐁🐀🐀🐀鼠年吉祥！🙏🙏🌹🌹
1670632553# #又一城
1607297294# #👆一定要用有线耳机听，两耳都戴上耳机。此曲是由8D技术组成的五声音阶的新音乐，只能用耳机听。这将是你第一次用大脑而不是耳朵听那首歌。你会感觉到音乐从外面而不是从耳机而来。感受这项新技术的效果，戴上耳机听太奇妙了！立体音乐声在你脑部左上、右上、后方环绕，完全不是从耳机里传来，双声
1597269537# #美国人于1904年拍摄的中国“戏法”表演影像！
1620471750# #这里不是非洲允悲
1547077899# #税务知识（0139）。个税6项专项附加扣除问答来了—住房租金篇。2019年1月1日起，纳税人计算个税应纳税所得额时，在5000元基本减除费用扣除和“三险一金”等专项扣除外，还可以享受子女教育、继续教育、大病医疗、住房贷款利息或住房租金，以及赡养老人等6项专项附加扣除。那么，6项专项附加扣除到底怎么
1553987707# #悟道
1550554280# #好雨知时节、当春乃发生。。潇潇细雨，草木萌动。。今天是24节气中的第2个节气雨水，它位于每年正月十五前后（公历2月18日～20日）太阳到达黄经330度时。。万家灯火、共聚元宵。。过元宵、吃汤圆、看花灯、猜灯谜，今天又是元宵节，祝：元宵节快乐！家和万事兴！。元宵节又称上元节，始于2000多年前的西汉，
1626690882# #北外滩来福士
1607815382# #你们有见过遛王八的吗？
1574470688# #复兴公园
1569550945# #陶行知纪念馆
1537408081# #上海建筑。绍兴公园（园林）。短短的一条绍兴路上还藏着一个小公园，那就是有60多年历史的绍兴公园，假山、亭台、园林、雕塑应有尽有，虽然小，但江南园林的风韵一点也不少，与绍兴路两两相和。。走进园内映入眼帘的就是这浑然天成的山石壁景，令人赏心悦目。。伴着阳光，在小公园里踱着步，安详的老人在树
1585265223# #听崔哥说美国疫情......
1549520843# #知道皇帝在野外怎么撒尿吗？偷笑偷笑。如能回到古代，好多人最想的事估计就是当皇帝了。但皇帝不是那么容易当的，他们的生活其实是被程式化了的，从吃饭、穿衣到大小便，都已经严格仪式化了。。解手在普通人来说是一件再平常不过的事情了，但在皇帝身上却是非常严肃、甚至是被当做国家大事一样重要。
1589146941# #二道街夜市（陕西延安）
1534598676# #税务知识（0045）。金税盘、税控盘、报税盘、CA证书到底有什么区别？。新办企业在完成税务登记后，都需要购买税控设备进行开票，但是在购买税控设备的时候会发现，有两种设备可以选择，一种是金税盘，另一种是税控盘。这时候很多人就不明白了，为什么会有这两种设备，他们有什么区别吗？到底选择哪个好呢
1534321352# #玛瑙石。这是一种玛瑙石。玛瑙类矿物在大自然中，由于经过漫长岁月的累积，在不同的时间点，杂质影响乃至生成的颜色不同，呈现一层一层不同的色泽。制作此类肉形石的工匠，将原来质感丰富的石材加工琢磨，并将表面的石皮染色，做成了肉皮、肥肉、瘦肉层次分明，毛孔和肌理都逼真展现的作品。
1576459695# #鲁豫有约（牛群）
1571609355# #松江方塔园
1536999429# #上海建筑。外滩老建筑③。有人说，外滩是上海的眼睛、上海的象征。因为世界上绝少有一个地方能像外滩一样，在江边短短千余米的堤岸上，浓缩着万国建筑的精粹，浓缩着民族和城市的兴衰与荣辱。。那一幢幢造型优美、风格迥异的建筑，沿着黄浦江岸蜿蜒伸展，鳞次栉比，宛若凝固的音符，钢筋水泥勾勒出它们刚
1541650200# #上海建筑。49年前的上海外滩。40年前的上海外滩。现在的上海新外滩
1602369295# #这几位攀峰的人但忒大了！我看着都腿软不寒而栗，还有点儿佩服他们的胆量呢！
1616712073# #苏州河慢行步道
1593900328# #美孚宫海鲜自助餐厅
1534146770# #微笑不知是哪位高人编排总结的，真好！把《光字诀》送给我的朋友们，祝你们烦恼忘光，日子闪光！。眼睛已经老光，头发就要脱光；牙齿快要落光，手脚不再灵光。。想想来时光光，回去还是光光；何不旅游观光，换得满面红光。。现在不再荣光，就让烦事忘光；告别昔日风光，珍惜当下余光。。过好每天辰光，
1546384921# #这是雅西高速公路，是G5京昆高速公路（北京至昆明）在四川省境內的一段，全长240公里。它经由四川盆地边緣向橫斷山脈爬升，跨越青衣江、大渡河、安寧河等水系和12條地震斷層帶，山巒重疊、地勢险恶，几乎沒有平地，只有超高的高架桥和总長41公里的25座隧道結合而成，是全世界自然环境最恶劣，工程难度
1543530276# #税务知识（0121）。关于“会计凭证”这些你了解吗？。1.会计凭证主要类别以及用途。会计凭证是多种多样的，按其填制的程序和用途，可以分为原始凭证和记账凭证两大类。。1.原始凭证。原始凭证，亦称单据，是在经济业务发生时，由业务经办人员直接取得或者填制，用以载明经济业务的具体内容，表明某项经济业
1569389312# #新白鹿
1596233089# #东茭泾公园
1571088778# #松江程十发艺术馆
1535545645# #1个蛋壳11种妙用！。你可能想不到，小小鸡蛋壳居然也能有大作用，在生活的方方面面都能用到它。今天就来告诉你一些蛋壳的神奇妙用吧~。1、清洁水垢。方法：将鸡蛋壳用清水洗干净，然后放入水壶中，加水烧开。水烧开后，直接将水和蛋壳倒出，就会发现水壶中的水垢就都消失了。。原理：鸡蛋壳里的碳酸钙，遇
1617317321# #税务知识（0153）。。车票都是“差旅费”？80的会计都中招的了，你中了吗？。。报销分类可不是小事，这个错误要注意。。。那么差旅费和其他各种费用应该怎么区分呢？下面就来给大家举几个例子学习一下。。。情况一。。业务需要出差，报销用户的来回机票，会计计入“差旅费”！。。错错错，应计入“业务招待费”。。。
1574219565# #上海野生动物园
1669186201# #苏州河绿地
1583106065# #崔哥与张行
1537319057# #吃水果也有门道！
1535419035# #几张图片看懂体检报告，数值正常、升高、降低代表的意义
1533812528# #税务知识（0001）。微信转账如何做账？。微信转账、支付宝转账、红包几乎每天都用得到，最近支付宝、微信支付有新的规定，那么现在微信转账如何做账？有哪些注意事项？微信转账做账的明细是什么都是大家关心的问题？看完本文，您就会明白。。支付宝、微信转账有新的规定。税务总局明确：支付宝、微信支付属
1571700820# #松江思鲈园
1580421786# #病毒科学讲解
1660990792# #百合日本料理
1533709163# #西游记原版人员再聚在一起
1576890403# #，四川绵竹九龙山的灵官塔，全世界最大的木结构宗教建筑，塔高80米一共15层，造价过亿修了9年，还没来得及一睹芳容，一场大火烧成灰烬，实在可惜！🙏🙏🙏√l
1535930657# #吃乳腐的好处
1599679887# #厦门-鼓浪屿②
1552866528# #落叶🍂变成蝴蝶了笑cry
1658784364# #小花园餐厅
1570504491# #松江仓城老宅—邑名轩（松江中山西路406号）
1534659670# #税务知识（0053）。委托加工产生的不合理损耗账务处理。非合理损耗材料尚待查明原因的暂作为待处理财产损溢进行核算,借记"待处理财产损溢",贷记"原材料等科目"、"应交税费--应交增值税(进项税额转出)".。查明原因后:按管理权限报经批准后处理时,按残料价值,借记"原材料"等科目,按可收回的保险赔偿或过失人
1567117841# #听崔哥说香港......
1613871130# #节日里朱家角
1561670871# #关于“分垃圾”让我“想当初”——。四、五十年前，上海的每条弄堂里有一座砖砌“垃圾筒”和几口“坩脚缸”，并且每天定时有人清理。这是真正意义上的“干湿”之分。每家每户倒进“筒”的，大多是不可回收的“干垃圾”；。每家每户倒进“缸”的，都是可供猪畜食用的“残羹剩饭”。。这是真正意义上的“绿色
1535593293# #上海建筑。上海总商会旧址。上个世纪20世纪初的上海滩，是中国工商业最为集聚的地方，谈论那个时候的上海滩，苏州河畔，是不能饶过的一片记忆，而谈论那个时候的苏州河畔，上海总商会，是不容忽略的一个存在，可能只有少数老底子的上海人才知道，这个矗立在北苏州路上的老楼里，曾见证过多少上海滩辉煌，
1611702193# #从1955年第一张粮票发行开始，中国老百姓进入了漫长的“票证时代”，而这些票证也深深烙进了一代人的记忆之中。
1538885695# #上海南京东路河南路口，武警战士筑起了“人墙红灯”，保障车辆行人安全。
1590182690# #大唐芙蓉园-大唐不夜城步行街（陕西西安）
1579560775# #自动懒人洗头机……（生活中的最新科技）
1541247705# #税务知识（0111）。外贸企业其他有关业务环节的会计核算：。一、出口转内销的核算。例6：某外贸企业购进运动鞋100箱，每箱36双，合同单价为每双13元，共计46800元。后因质量问题，国外客户取消定单，遂转作内销处理，作价49140元，并开具了增值税专用发票，货款已回笼。。做如下分录：。首先将该批运动鞋由
1541374176# #税务知识（0113）。九种容易犯的记账小陷阱，你都处理正确了吗？。1、以“预收账款”方式销售货物，产品（商品）发出时不按时转记销售收入，长期挂账，造成进项税额大于销项税额。 。在实际操作中,正确的做法是企业向购货单位预收的款项，借记“银行存款”等科目，贷记本科目；销售实现时，按实现的收入
