1695250156# #均为利益
1699466676# #我家没宠物，收拾好细碎的东西，扫地机器人就很好用。和智能音箱绑定，喊一声小爱同学开始扫地，就可以，超级好用。嘻嘻
1697899503# #Right
1687405379# #是啊，股市从来没有那么冷静，看的都是预期。增长率啊……增长率。
1699680033# #哈哈，对，住在美团，要，就喊外卖小哥啊。偷笑偷笑偷笑偷笑偷笑偷笑
1700062725# #虽然，我是小酒量。但我特别喜欢这种排列的分酒器
1698414952# #双十一是不是卖不动了最开始的双11还是能有一些折扣的，后来各家都参与进来之后，就完全成了耍猴子，拿着消费者当猴子耍。已经很多年不关注这个了……似乎去年还是过了之后，才想起来是双11。那些先涨价后降价的、那些让消费者做算术题的，都应该被消费者遗忘。
1698232192# #【黑客攻破菲政府部门网站，发现菲科技部网站管理员密码竟然是Admin123】黑客表示：其侵入了菲律宾统计局、科技部等政府机构网站，“像菲律宾科技部的网站，管理员密码居然只是Admin123”。|
1698543415# #从2015年开始（这是能查到记录的，我觉得应该更早就是），我的QQ签名就是“工作忙碌，所以：除了客户，概不回答技术问题。望谅解！”。大家都忙忙的，一些人百度搜索5秒钟的时间都不想动脑子，过来问你……就是为了避免和这种人打交道。
1694866188# #最近，我也过去的比较少。之前有一段时间过去挺多的。
1697062545# #允悲讲真，一些互联网产品也改变了很多年轻人，让他们沉迷其中。
1694826452# #于2022年12月31日在四川省宜宾市翠屏区西郊街道天池社区金江苑小区附近离家失踪，至今下落不明。
1699790616# #我知道，现在用国产化的挺多。但是关于工作效率嘛，我也问过一些人，确实还有一点差距。但已经能用了。再过几年，一定会好很多。
1696573180# #根据一个26年前的暂行规定罚款，罚了全网舆情那么厉害，当地继续装死……以后谁去啊……真的是。
1700753552# #妈妈退休后沉迷上了手工制陶老人家退休后有件事情做挺好的，以前我爸妈退休的一两年，我就很担心他们抑郁了或者怎么。忙了一辈子，突然不忙了，容易丧失自我价值感。后来觉得很多老师在一起，有点事，就很棒。更何况是制陶这样和艺术搭界的事情。嘻嘻goodgoodgood
1696580269# #我的想法是，就当油车开……平时在市内，商场可以充电、停车场可以，家可以装充电桩。以前看论坛，有人买了一年都没充电过，就纯粹为了一个绿牌。我也没想过充电，不限行、能走公交道、停车2小时免费，已经可以了。并不太在乎成本。
1698149272# #从这个角度来说确实会好很多，还有种拯救世界的感觉。嘻嘻干杯
1700441308# #景色如画嘻嘻good
1697726138# #屁股针为什么消失了小的时候挺怕打屁股针的，宁可在胳膊上打……总觉得在胳膊上打的那个针要细一些，打屁股的那个又粗又长……苦涩允悲现在确实很少有屁股针了。这也算是医疗技术的进步吧。
1700944336# #笑cry我反正最近放假基本不在西安……要不然怕是也……最近长假，都有朋友问我有些微信小程序预约的人太多进不去咋办……我也进不去啊笑cry
1700493840# #又觉得纯电很香。又觉得增程/插混更能带给人安全感。我的难点是：。一天跑完1100公里，尽量不跑夜车。及往返共500公里，尽量不充电。关键还都在五一/十一/春节。西安限行，必须绿牌。怒。纠结好久了……笑cry笑cry
1695051687# #黑过某位老师的电脑。我和朋友和他打游戏，老师楼下、我俩楼上……输了的中午请客。哈哈……老师可能经常惊讶，为什么经常瞄准了的时候，鼠标会卡一秒？嘻嘻允悲
1697384976# #在这件事情上，我100%支持我们的外交部做出的任何决策。我觉得我的理解能力没啥问题，就是现在明显的中国是在谴责以色列的行为过界了。
1700140379# #笑cry笑cry笑cry向人民警察致敬goodgoodgood
1694616235# #交通局拒绝公开前局长孙女炫富调查结果半年过去了，之前说公开调查结果，现在就死赖着不说。看来广大网友还是打错了目标，应该去问纪委，他们上级单位的纪委。
1699788587# #安卓版本与鸿蒙不再兼容有个信息和大家分享下：大家知道特斯拉的车子政府、军工单位是进不去的。最近还有一个趋势，一些单位开始限制苹果手机、苹果电脑和平板进入了……估计下一步，范围会更扩大化。做政府生意的，需要关注这一点。但是国内公司生产的电脑装Windows系统能不能进，有待确认。
1696931727# #【715人落网！公安部针对“黑客”等网络乱象集中攻坚】公安机关针对人民群众反映强烈的“网络黑客”等网络乱象发起集中攻坚，“夏季行动”期间组织侦破多起与国计民生息息相关的大要案件，抓获犯罪嫌疑人715人。|
1701007973# #嘻嘻
1697896530# #redis+memcache还可以，以前还用zend
1700826128# #以后凡是牵扯人工的，成本都非常高，并且现在很多商场里面好像是不允许明火这些……其实你说那些丸子之类的是不是预制菜？本质上也都是，甚至方便面也是、塑料袋装的卤蛋也是。我觉得再过几年，吃现做的饭菜，就是个奢侈的行为了。
1698383706# #我之前也都是这样的，其实现在也还经常这样。还有六神sixgod。偷笑偷笑
1697637325# #云南电梯坠落致3死17伤以前去某个地方做风险评估，大概有半年的时间，都是爬楼上去……然后我扛着漏洞扫描设备，背着笔记本电脑……爬到近20楼……当时就是电梯出了类似的问题。电梯的检修真的一点都马虎不得。官方通报云南电梯坠落致3死17伤
1696515854# #还有一个是“苏州享耀机场”二哈
1700652245# #下班后收到工作消息该不该回网络安全行业的，大概率都会吧……因为有些事情确实会比较紧急。如果不紧急的话，当然可以和同事、客户说一下，这个明天来安排。（但包括我在内的绝大多数同事，如果没有其他的事的话，也会当天晚上就做完。）微博喜剧现场
1700565697# #嘻嘻在一些网站上看到，就有把新能源车搞成床的模式的，中午午休好像很棒。
1696160038# #好几年了都这样……所以我就觉得特别不正常了。无论是往东走还是往西走，路过这几个加油站之后的第一个加油站几乎都需要排队（长假期间）
1697846054# #汗这本来一脚出去就行了……
1699810244# #期间海盗暴力抗法，我方人员多次警告后无奈鸣炮示警。庆幸未有人员财产损失，但对造成附近海域岛礁损坏修复工作将于近期展开。doge
1697727644# #IQOO那两款，72小时待机也相当能打。嘻嘻goodgood
1695741864# #那确实很优秀的程序员了。
1700924915# #挺好的，年轻人么，有点创意，就很赞。goodgood不过，国内有点悬吧，不知道有没有国内大学允许这样的？（话说回来，允许这样的全球也不多吧？）
1700853895# #搂着羊打，面对一群羊……好像在说：看到没？顶我的后果！笑cry
1695812039# #【Deepin官宣正式接入大模型，多款自研应用迎智能化升级】目前UOSAI实现了国内外主流大模型的能力接入，并封装成deepin的AI底层公共能力；同时，也将把UOSAI逐步开源给第三方应用，让更多应用可以在deepin上直接调用大模型。
1694866647# #对于搞网络安全的工程师来说，买一台低防护的主机，挂到公网上……还是挺能练手的。有的时候客户侧遇到的一些问题，其实你都会在自己的服务器上遇到。再应对起来，就得心应手了。酷
1694924303# #“调查发现，在这段时间内，TikTok的隐私设置包括对平台上的儿童用户默认设置为公开”，按这个要求去审查国内APP的话，要被罚款的还不少。按说APP上很多信息都不应该公开，但实际上默认都是公开。还有一大堆“你可能认识”功能。垃圾
1700330517# #666
1696245839# #豆制品爱好者路过微笑
1700317220# #SpaceX称被迫触发星舰的自毁功能看网上一些评论，居然还有很多冷嘲热讽。马斯克这一家公司，能做的事情比大多数国家都强……就这一点，就足够值得尊重了。马斯克星舰马斯克星舰迎首飞
1696089273# #理工科，行就是行不行就是不行。相对公平一些（相对）。
1697971642# #奶香的馕、皮牙子馕，可好吃。以前在经常去乌鲁木齐，经常周末不回西安，因为那边也有一些工作……早上在酒店吃早餐，中午去吃手抓，回来的路上买两个不同口味的馕，再买1包瓜子、1串葡萄，晚饭都搞定了。真的甜啊，那边的水果。
1687113814# #我也觉得是。
1700340826# #厂家有问题，之前有一些车说停产就停产，谁敢买啊。VV7之类，本来很好。后来找了天天怼男人的杨笠打广告，还弄了一些奇奇怪怪的名字，还有原谅绿、蓝波万之类的……各种咖啡，还有初恋……让人觉得他们心思不在车上。（就觉得挺可惜的）
1700625881# #哈哈，真的是用WPS，开了会员各种功能很方便，跨平台也没问题，直接续费到2030年笑而不语
1699244142# #是的。打律师违法，但是被坑的买房人权益谁来维护？
1696699913# #看了下，这玩意儿现在还有很多厂家在做（新的），这东西在30多年前还是挺火的。后来就突然不行了……以前我的教师父亲还会修电器，经常帮村里人修这个。
1699274555# #医院院长倒卖出生证明每张赚6万明明知道自己做的是什么事，明明知道会被重判，但还是去做了。能不能让这种人“求锤得锤”？只有让这种人知道：你有钱赚，但没命花，才能真的打击到他们。
