1612246621# #其实我想分享一款太赫兹理疗仪，但不擅长直播笑cry
1590798160# #他们大学微信群内回忆摘录:。。晓萍：天天饭馆应该是我平生第一次下饭馆，跟小曾同学。。。robot:还记得天天饭馆的鲜啤，水龙头那种。。。悦彬：塑料杯一扎，要不就是一碗，从水龙头放出来，下饺子吃。。。银友：对天天的印象，就是拿着暖瓶和脸盆打啤酒。校园生活
1585358762# #非洲国家纷纷感谢中国援手。我们历来帮助非洲国家，。非洲国家对华也是友好的。。我们也不歧视黑人。。但是很多人好像还不知道，。广州三非尼哥曾暴乱要求自治区。
1590885102# #goodgood作揖
1586911477# #特朗普宣布暂停资助世卫组织。说实在的，世界卫生组织这一届干得非常不错！及时向世界发出了预警，并协调相关工作！但是，美国人由于无处不在的政治幽灵的原因，联合“五眼邪恶联盟”故意向世界发出虚假信息导致损失惨重！。。如果没有川普，只怕病毒已经好的差不多了。
1652485618# #赵鹏首度回应范志毅。巢巢很可爱，越来越美。。赵鹏也很大度，。承认踢的不好就是踢的不好，很多原因的。。。这哥们儿一入哔站深似海。。戴个眼镜认不出来。
1590714027# #外国人少的系列原因之一。
1593649904# #有人说可怜的快播就是这样被腾讯搞掉的！。这个屌公司自大蛮横，动辄动用资本主义公检法工具随心所欲打压其他企业，至今也不给陶老太太道个歉，真没教养。。。我听评论里意思就是我起诉你我有担保，所以我就能让法院冻结你的钱。那如果a得了重病或者急需用钱，有人不顾道德底线，找担保起诉就可以冻结了他
1584671985# #用一个梗判断你是不是老了。开始写诗了，开始安静了，就开始变老了！。。春分。。分就分开吧。就像白天与黑夜。。让泥土露出本色。给那些雪上加霜的生命留一些空白。。泥土不再咬紧牙关。放回一些生路。。让那些活着赶回的醒来。让阴与阳平衡。。草木之心平分秋色。吹皱的湖水一波三折。。绿动的柳枝按捺不住性情。僵硬身
1601720735# #毛主席平生只为一人抬棺执绋，。此人为何能有此殊荣？。。1942年3月9日上午9时，春暖乍寒，陕北延安中央党校门前广场上，正在举行一场规格极高的出殡仪式，中央五大书记之一的任弼时主持祭奠，由李克农念祭文。仪式结束，由毛主席、朱老总、任弼时、杨尚昆、林伯渠等党的领导人亲自抬棺，毛主席执拂抬棺走
1608534266# #宋代民间很欢乐。尤其是远离战乱的内地。各种节日过的繁荣昌盛。朋友们，冬至快乐！
1585277612# #疫情期间无法理解的预防行为，首先不要从网上订购恒河桶装水，牛尿也不管用，没病不要喝双黄连，更不能自己乱存药吃药，尤其是不要乱吃西药，喝点小酒可以，但切记不要吃头孢。。。。张医生说，最好的预防，还是多喝水、多喝牛奶、多吃鸡蛋、多睡觉、少外出闲逛、家和单位两点一线、下班以后不要到处晃
1607335086# #有些诱惑给的没有必要。
1608618032# #美团王兴自负的很嘻嘻。他可是目中无人。
1584959288# #狗子一天被遛38次。西班牙封城，禁止居民无由外出，。只有遛狗才可外出。。于是狗子遭了罪，。邻居们都来借狗用以遛人，。有的狗子一天被遛二三十次，。直接累趴下。。。做只宅狗好难。
1586397189# #英国首相约翰逊身体状况好转。约翰逊:。你们讣告是不是已经准备好了？不好意思哈。。。特没谱:。怎么样小金毛，吃了我给你的连花清瘟是不是好多了dogedoge
1608156385# #大渡桥横铁索寒，大快人心黎智英goodgood。绑了
1652631037# #如何评价声生不息第二次合作舞台。最爱《高山低谷》，三位合作完美，笔笔绝了。乐坛代有猛人出。
1590534387# #香港政治三大痼疾锁死了自身政治改良空间。同时这种政治与房地产经济的畸形结合，又抽光了香港产业潜力和年轻人的未来。因此，解决香港问题，必须从这个根本上来破局！。亚洲经济
1591571673# #哪壶不开提哪壶的来历。。早年，有父子俩开了一个小茶馆。知县白老爷是一个贪财好利的主儿，经常来白吃白喝。虽然父子俩受不了，有气，但也没办法。有一段时间老掌柜病了，小掌柜司炉掌壶。等老掌柜病好以后，发现县太爷再没来了。问其缘由，小掌柜一笑说："我给他沏茶，是哪壶不开提哪壶！"
1641804978# #西北望长安(5)。。郁孤台下清江水，中间多少行人泪。。西北望长安，可怜无数山！。。长安正在经历一场大考。。军民想尽一切办法互助。。。同胞正在经受痛苦，总有人想为他们带去一点甜。无数被困西安不能回家的人申请成为志愿者。。。一位老大哥在志愿者群里表明决心:。“我就一平民啥也不是，吃苦耐劳那都小事。。
1597971084# #严禁挤占体育课和体育活动时间然并卵，。年年严禁年年占，。人浮于事不靠谱，。近视越来越严重。。。打着素质教育的幌子做应试教育的事，。而且变本加厉。学生们苦不堪言！。抑郁症学生越来越多，。当失去生命时，教育有何意义！
1637710968# #美利坚乌合之众国暴发大规模伤亡事件！。。当地时间21日晚，美国威斯康星州沃基肖市，一辆运动型多功能车（SUV）冲撞圣诞游行队伍，还从车窗向外射击，造成至少5人死亡、超40人受伤。。。暂时还不知凶手的作案动机。但是周末美国有一个案件的判决彻底激怒了许多美国人。。。美国地方法院宣布：。18岁的凯尔·里
1608610498# #是当年的那个小童星吗
1591787546# #转发微博
1589556155# #乾坤之道，各有特征。女人的特质在于温柔微笑，自信。自己喜欢自己的过程中，别人也会渐渐喜欢你，气场氛围很重要。女性创业我就服李子柒，完全靠女性的温柔特质创业成功。那不是象其她人喳喳呼呼，甚至袒胸露乳。。女性创业
1677831818# #羊门女将三局长！。。最近被查处或主动投案的女性官员较多，她们级别显然够不上大老虎，且算作是大绵羊吧！。。3月3日，权威媒体发布消息，内蒙古自治区统计局书记、局长潘志峰突然被纪委监委工作人员从办公室带走，紧接着通报其涉嫌严重违纪违法，目前正接受内蒙古自治区纪委监委纪律审查和监察调查，并被
1638977259# #勿问成功的秘诀为何，且尽全力做你应该做的事吧。——美华纳学习打卡
1589072448# #老胡不糊涂！
1608194068# #改变竞争格局。只有印度不鸟专利。
1672975182# #有年味儿的美食！。。虽然俺出生在内蒙古，。但其实并不喜欢吃大肉。。虽然俺不是一个奇怪的人，。但总是喜欢吃一些奇奇怪怪的美食，。比如驴打滚、柿饼子、椰枣什么的。。虽然奇怪，但很有年味儿。。。前几天在京东上还真就买到这些心仪美食了。。就是不知道物流这几天有没有恢复运力。。。武林外传里那些个饺子也
1586309067# #你不理解的主播行为。唱歌跳舞啥也不会，。靠着美颜和声卡打擦边球，让老铁刷礼物。。。演戏撕X，还可假，。尴尬的我用脚趾头挖出一个地下室。
1594736711# #转发微博
1578911950# #官方通报晚宴喝掉16万茅台
1638089950# #黑人陈建州这个王八蛋台毒居然敢打汪少菲，。汪妈妈看不过去说两句还不行，汪少菲还得给黑鬼子道歉。。。解放台湾后先搧陈黑子几个大耳光子。。。作为普通人，我觉得张兰说的肯定是真的，谁吃饱撑得造谣自己儿子被打的新闻，至于汪小菲为啥会道歉，主要原因还是因为两个在台湾的孩子。如果闹得太僵
1610101545# #通房丫头？正常。古代人都是这么干的二哈
1593562645# #转发微博
1601605938# #境外真会玩的。
1655222470# #王霜坐姿颠球又美又飒爽，霜儿真棒！。。奥林匹克足球技巧挑战，王霜的这套坐姿颠球，你能完成多少个呢？挑战颠球，发展体育运动，传递奥林匹克精神！
1639271561# #当我最孤独的时候，也就是我最不孤独的时候。——贝多芬艺术分享
1608273804# #差点看成虎妞与骆驼祥子嘻嘻
1599694529# #建议多在南海和印度洋演习。
1652630849# #如何辨别恋爱中的PUA。心疼女孩子们🙏🙏。一定要勇敢一点！。勇敢对PUA说不。。。善使PUA者一般是大男子主义，。比如古代的帝王或地主老财。。。被PUA者其实是喜欢那个男人而无法自拔。。希望男人们不要辜负女孩儿们的一片痴情。。。生活中其实也有女人PUA男人的现象。
1627963882# #我自己家也种有一小块西红柿，从来不打药。有条件自己种点，在家里阳台上也可以用泡沫箱子种十几株的。
1598765064# #华科学生返校花式晒被子。华科校花马冬梅晒被子，。引来一众学弟学妹们效仿。。有阳光的地方都被占满了。。。可是校花只有那么多，不够分。
1655136114# #侏罗纪世界3之前讲了什么内容。视觉震撼，内容考究→→。。《侏罗纪世界3》上演跨越三十年的回忆杀，新老角色回归，老一代三部曲的重要角色又经历过哪些恐龙事迹？一口气看完《侏罗纪世界3》之前的故事。
1657297664# #中国男排该如何进行调整。中国排球队零比三输波兰不丢人啊，。波兰可是人高马大顶尖球队，打不过的。。波兰人天天吃牛肉，喝牛奶，吃海参，很厉害
1616228613# #懒人吃面条儿
1639220224# #欲驾驭自然必先顺之。——弗朗西斯·培根。内行才知道
1584959706# #道德沦丧，没有担当，真的不如古代。古代若发生灾情，有人还把牛奶倒掉，一定会被官府砍头。
1627631897# #美国是因为他们欠黑人的，而且黑人很多，我们可不欠，人也没那么多，不是一回事
1608790074# #到了最危险的时候
1609284836# #推翻满清是必须的。但太平天国战略情怀不大，享乐主义盛行，内斗太狠。
