1697003519# #在建工地吊车倾倒，现场一路人被压身亡！衰
1702384006# #上海某小区，狭路相逢已经杠了五分钟了！大家感觉谁的问题？
1691899692# #玩水一定要注意安全……
1687683890# #在村里能这么建房子的，也不是什么好人。
1690766509# #三个女子私自爬上别人的车上拍照，导致20多处划痕维修费用上万元，车主目前已经报警！
1691219466# #那些宁愿坐在宝马里哭的小姐姐注意了！千万别找保时捷帕拉梅拉的车主，他们只会让你在车外面哭。苦涩
1687595953# #小小年纪，还需要有点爱心。
1691206127# #大连星海广场弹射球事故！弹射球弹出后一侧钢丝绳断开，两名游客吓瘫在空中…
1689746726# #摊上这么个老婆，窝囊一辈子……
1696421926# #小区内的熊孩子，喜欢得不到就毁掉？
1703165065# #那些乱停确实素质有问题，但女车主驾驶技术深感忧虑！费解
1688032659# #这位艺人感觉不错，被挤成狗了还能陪粉丝合个影！
1696647939# #盲目自信！真以为歌迷会接着你呢…
1700805668# #去吃海底捞自带食材，这操作可还行。。允悲
1693360971# #网友投稿：8月27日，浙江武义，女子发视频称，其开车在武义双语学校里通行时碰断一棵绿化松柏上的枝条，被校方索赔8000元，整棵树53000。。校方回应：这棵树你们可以去了解一下市场价格，已报保险公司处理，目前正在等三方协议。。学校回应女子撞断树枝索赔8000元女子撞断绿化树枝被索赔8000元
1688084401# #网友投稿：事发重庆，一坐轮椅老头猥亵女孩，气的女孩父亲破口大骂，几次想动手被其他人拦下！。边上有其他家长也疑似指责老头行为不是第一次了，。坐轮椅老头居然还站起来想拿棍子打人。旁边绿衣服是老人的家人，感觉也很无语也很无奈…。轮椅老人公园猥亵女童还要打人
1694522575# #干架就干架，你脱衣服干啥？
1697083996# #升上来的时候，服务员是怎么忍住不晓得。跪了
1687948963# #榜一大哥被媳妇收拾了。又不是土豪，都不舍得给孩子老婆买东西，却给网络女主播豪刷礼物，充当榜一大哥！
1696770448# #推荐他家，品质好，质量保证，支持huo到fu款
1702615243# #重庆特斯拉女司机别车，结局较为舒适！
1700454452# #这家店老板是我们自己人吧！允悲
1700715371# #不让加塞被别停指着骂！这位美女好牛呀～
1702432800# #河南五岁小孩儿！
1691901457# #网友：8月12日，广东深圳，男子嫌女子骑电瓶车鸣笛吓到他，被拦着不让走，男子报警：我没损失，但要处罚她！晕晕
1689087141# #江苏一老板给文理科状元送电脑，送完后还跳上一曲。。。网友：“他是为了跳舞才送的吧”
1694317532# #地铁车厢里，因孩子吵闹发生纠纷！孩子家长：别人都不说话，就你说话！
1703690790# #俄乌战场，受伤士兵被无人机发现，士兵向无人机示意：别杀我，下面还有个活的，去杀他！结果两个人都死得很惨。。。衰衰
1689566587# #不怪社会对孩子包容性不够，这种熊孩子是真烦人…
1688174533# #你支持这种执法方式吗？？
1697701213# #道路千万条安全第一条！
1702263643# #这样的宾馆住一晚应该很贵吧！
1697108669# #看得出来这位新郎是真的喜欢说唱。。。允悲
1692414441# #女子肯德基就餐遇熊孩子讨食捣乱。网友：8月17日，湖南株洲，女子在肯德基遇熊孩子，认识都不认识跑过来要吃的，不给直接就伸手拿！最后还捣乱把番茄酱抹成一滩。。。。网友：这不是简单的调皮，这是没教养！！费解
1699013784# #致辞的这位是不是有点故意的…允悲
1694063701# #黑衣服：你们看不到我？？晕
1691308630# #Tfboys的粉丝应援！马路摇旗呐喊～
1699952716# #不怕司机能听得懂中文嘛……费解费解
1691463387# #前车明显也是掉头，不走肯定是有车啊…裂开
1692719619# #偷这么多外卖，回去能吃的完吗？
1702207964# #第一次见这种社牛，站在旁边真的很尴尬！
1693959570# #大哥怎么还害羞了呢……
1697008624# #我收回视频刚一开始的看法！允悲
1688791177# #熊孩子火车扯别人头发，弹别人脑门，乘客制止无果，声讨反被孩子父亲怒怼！。“它还是小孩子”这句话听到就烦！！怒怒。。熊孩子揪乘客头发反被家长怒怼
1694246840# #高铁上小孩一直脚踢小桌板，家长全程无视！前排的乘客真能忍……衰
1698754761# #救人的也已经尽力了，希望人没事吧…
1693819047# #阿三简单粗暴的执法方式！看起来很有效～
1687485347# #经常往同事的杯子里或者饮料里吐痰，怎么会有这种恶心的人。衰
1693621360# #不礼让直行，还开窗挑衅，这种情况谁责任大呢？
1698797215# #可能是我外行了！就想问问这位大师的书法什么水平？
1696125839# #开开心心结婚，搞这种不开心的事！娘家人都是大傻子吧…
1701130337# #停着停着心态就炸了，皮卡这种停车方式真活该！
1699503213# #这总不能怪发型师吧！
1698679011# #恒大歌舞团团长白珊珊回应：遭遇无数网络谣言攻击！已向公安机关报案。
1702009502# #科目三真的无处不在！全是精致的小少妇呀……
1690534701# #孩子妈妈：游戏害死人，晚上不睡觉，早上爬不起来，饭也不吃，真是养了个废物，气死我了…
1689413970# #女子让外卖员摘面罩看脸否则差评。7月14日，广东佛山，女子让外卖员摘下面罩看是不是帅哥，“不摘就给差评”，这段视频在网上引发热议。有网友认为，其不尊重外卖小哥，调戏外卖小哥，视频发布者则回应称，开玩笑而已。。晕
1687421892# #物业禁止电瓶车进入小区！骑车接孩子的家长被拦……这种事大家怎么看？？费解费解
1693376123# #网友：因为没有给前车加塞被对方挑衅，黑衣男子车外叫嚣，眼见车主不下车，砸其后视镜泄愤…哆啦A梦害怕。加塞被拒男子砸其后视镜泄愤
1693572769# #这特么让鱼给跑了，看着急死人。。
1688019176# #一次失败的消防演习。笑cry
1691051264# #养了7年多的狗狗将女儿咬伤。四川成都，养了7年多的狗狗将女儿咬伤，目前已打狂犬疫苗，狗狗被送往乡下！千万不要信我家的狗不咬人这种话了……衰
1699005978# #男子点的炒刀削，服务员上了一份炒拉面，后面没听清说的啥，怎么就吵起来了……晕晕
1699415427# #确告知不让摩托车进来的情况下，就是不信邪！现在走不掉了～摊手
1687236743# #女子开车跑的只剩轮毂。6月16日广东东莞，女子开车跑的只剩轮毂，称：刚开始是有轮胎的。。网友：不拘小节才能开保时捷。费解
1693366985# #婚闹是为了增加结婚气氛，太过了容易出事…衰
1695911886# #深夜上演抢老公大作战！
1696935024# #一直都误会马老师有剧本，现在看来完全是现编嘛！哈哈
1691371733# #路边采访在南京的上海人……
1702046456# #大姐是不是想给地产打个广告？？？费解费解
1697615451# #烟瘾真的这么夸张嘛。晕
1696841621# #命就一条，以后别骑摩托车了～
1698803435# #没钱究竟会穷酸成什么样子，28岁外卖小哥车祸命悬一线…汗
1703549284# #贵阳，女子穿和服遭到众人劝阻，一位阿姨力争要求该女子换下，女子：我脱你也脱！阿姨：你脱我就脱。。最终女子脱掉和服，阿姨也脱掉外裤，只剩单薄的秋裤…
1695025340# #斑马线前礼让行人，被宝马车司机一顿训斥……视频车主做错了吗？晕
1688027582# #孩子玩手机外放声音过大，乘客指责惹怒孩子母亲……面对这种情况大家怎么看呢？
1693904782# #这是发生了什么事情吗？？哈哈哈哈
1700364644# #一脚踢开别人店门口的招牌！这位老太太咋这么牛呢？？
1693270302# #别人都跑你不跑，对牛有点不尊重吧。
1688740205# #7月6日浙江，女子遛狗不牵绳咬伤孩童，家长打伤了金毛，双方冲突，警方已介入。目击者：女子一直嚷嚷救狗，绝口不提咬人。。女子遛狗不拴绳咬伤女孩后家长打狗
1689911342# #小区绿化种菜，物业清理还遭业主发视频曝光…
1701232773# #有的人还是有实力的！
1696209642# #你们的女神睡着，被舔狗得逞了…
1702195557# #娜扎这身材可还行……
1699495339# #北极熊这么吃都得拍后脑勺！
1702266937# #两个白衣球员的对抗，黑衣服怎么倒了……
1695093872# #云霄峰2800米打卡点！拍照相框变擂台～
1692627942# #网友：大连卖水果的大爷，碰到一群大爷大妈！趁着混乱各种拿，各种装，真正买的没几个！这些人是真不要脸呀……
1688702189# #路边欺负老人的外国少年……
1696729524# #拼演技的时候到了～
1693382796# #机场总是离别的伤心地。。
1696308639# #高铁占座不听劝，还敢跟乘警动手！
1702136342# #像这种要求还是第一次见！就是不知道要不要赔钱…费解
1701677653# #首先斑马线需要下车推行，再说了小车也让了，咋还这么大火气呢？？
1694078053# #军训才艺表演，这也太牛了～
1687254196# #离了大谱！。6月19日贵州，飞机进入跑道，女子要求飞机停下来下机。。飞机已经进入跑道女子要求飞机停下来
1699600346# #这是什么操作？？
1701963528# #你们身边有过中大奖的人吗？？疑问
1697527793# #学习不好为什么都要怪游戏呢？？晕
1703935525# #12月29日，网友发视频，男子用树枝抽打老人，并脱裤骑在老人头上侮辱。怒。渭源县公安局工作人员回应媒体：涉事男子已被拘留，老人送医救治，案件还在侦办中。
1694654785# #为了不发生互殴，两人对着对方的电瓶车泄愤～
1693228309# #匝道掉头逆行，走错出口绕一下很难吗？
1701751687# #美女隆胸，闺蜜扯条幅前来庆祝～
1691118909# #排着队来挨打，美曰其名治病。。
1695310723# #女生跳舞好像成了今年军训的必备节目！春游家族春游家族
1697798188# #这狗素质真不敢恭维。。。
1702861589# #我在广东被窝里笑得很开心，你们在哪里？
1696734201# #各种各样的护理，只能说女生的钱真好骗～
1694512279# #湖南长沙，为满足自己随意坐地铁座位，男子不断肢体接触身旁乘客，骚扰他们不得不起身离去！。一副小人得逞欠揍的样子！怒。湖南一男子地铁故意骚扰旁边乘客
1689675298# #俩周夏令营，一生军旅情！
1695109921# #这是在干什么呢？？？晕晕
1700784518# #互联网太有趣啦打call
1692315406# #史上最萌身高差～
1701092304# #一台手机抢来抢去的干嘛呀！doge
1691377831# #tfbys粉丝…这是太激动还是中暑了？？？费解
1698491280# #到此是哪些人如此痴迷于追星呢？
1703295528# #老太太大半夜的挨家挨户门口唱歌，什么意思？
1696661879# #大妈自行车堵路！这个结局谁能猜得到呢。。衰衰
