1693727018# #洗完澡后不要马上穿内裤湿裆
1700027248# #中美关系向好的方向发展，真是一件大好事！
1703841165# #笑一笑十年少，语出惊人，惊掉下巴
1693107930# #3名“内鬼”，同日被查。。·中国农业银行江西省分行党委委员、纪委书记马清升接受纪律审查和监察调查。。据中央纪委国家监委驻中国农业银行纪检监察组、内蒙古自治区纪委监委消息：中国农业银行江西省分行党委委员、纪委书记马清升涉嫌严重违纪违法，目前正接受中央纪委国家监委驻中国农业银行纪检监察组纪
1693813358# #经中共北京市委批准，北京市纪委监委对市政协教文卫体委员会原主任周立云（正局级）严重违纪违法问题进行了立案审查调查。
1688272702# #青藏铁路开启动车时代从此天路变坦途！
1698394122# #
1689257589# #无声的抗议允悲
1691738637# #公务员“禁酒令”已升级，3类人下班后也不能喝酒，预计9月实施。。在职公务人员，工作期间也有严格的限制，比如公务员一直以来都存在禁酒令，原先公务员禁酒令，要求员工上班期间不得饮酒，如今禁酒令再次升级，不仅上班时不得饮酒，下班后和过年过节时也不得饮酒，尤其是以下三类员工。。。公务员禁酒令的
1699230297# #借款的利息不得预先在本金中扣除。利息预先在本金中扣除的，应当按照实际借款数额返还借款并计算利息。
1702433387# #民营快递公司丢个东西还有情所原，但中国邮政是国家队，邮递员就敢没有业主签收情况下，自己填写＂已签收＂？北京《中国邮政》你的服务质量有待提高啊……
1688088748# #《他是谁》剧情有点散而乱，故事讲的好费劲，想制造＂跌宕起伏＂但忽视了精练，有些剧情逻辑也有问题，小雨被绑不吃不喝好几天，机器人啊？卫国平这个角色塑造的和《狂飙》里警察形象非常雷同，好像都与黑帮老大的妹妹有恋情？可爱
1700871246# #急诊医生得知奶奶去世抹掉眼泪接诊这就是职业操守，好医生莫悲伤，奶奶知道你在救人good
1693797163# #明知是非法狩猎的野生动物而收购，数量达到五十只以上的，以掩饰、隐瞒犯罪所得罪定罪处罚。
1703227414# #最高法院：仅依据转账凭证中附言备注的款项用途，能否主张借贷合意？。。原告款项的转账凭证中的附言中虽然标明了款项用途，但仅是原告的单方备注，不能证明其与被告存在借贷合意。在被告提供证据证明其与原告存在其他债权债务关系时，原告仍应当就借贷关系的成立负有证明义务。
1700215062# #26人遇难！现场默哀，市长道歉，13人被采取刑事强制措施。。11月17日下午3点，山西省人民政府新闻办公室在山西吕梁市召开永聚煤业办公楼“11.16”重大火灾事故情况通报会，会前全体参会人员向事故中死难者默哀。山西省吕梁市市长张广勇表示：向遇难者家属深刻道歉，后续将依法依规做好善后赔偿，全力保证
1692833988# #瓦格纳集团创始人普里戈任坠机身亡。。当地时间8月23日，一架私人飞机在俄罗斯特维尔州坠毁，造成10人死亡。目前，10名遇难者遗体已全部找到。。。据俄罗斯联邦航空运输署发布的失事飞机人员名单，确认俄罗斯瓦格纳集团创始人普里戈任和瓦格纳创始人之一、指挥官乌特金在失事飞机上，机上7名乘客中包括瓦格
1695599450# #
1697941881# #
1689406956# #多地烟草局要求直系三代血脉不得应聘这有何必？
1692249096# #80后女医生，主动投案！。。肖凡婷，女，汉族，1981年12月出生，江西龙南人，大学本科学历，1999年8月参加工作。1999年8月至2018年4月，历任龙南县龙南镇卫生院药剂士、药剂师，龙南县中医院药剂师，龙南县人民医院药剂师；2018年4月至2020年12月，龙南县第一人民医院药剂科副主任；2020年12月至2022年4
1696813200# #加强南北交流合作，促进经济健康发展！
1690946940# #人大主任出书自称廉洁自律，今却落马！
1696038489# #
1692834383# #电诈骨干被押解回国，受害人全是中国人。。8月23日，据中国驻缅甸大使馆消息：。。8月23日下午，4名电信诈骗犯罪嫌疑人在仰光国际机场由缅甸警方移交给中国警方工作组押解回国。上述嫌疑人所在的诈骗团伙在缅甸妙瓦底以高薪招工为由，大肆诱骗中国籍人员从事网络投资理财类诈骗。
1700215459# #又一个纪委“内鬼”被公诉。最高检发布消息，海南省退役军人事务厅原党组成员、副厅长王志强涉嫌受贿罪一案，由海南省监察委员会调查终结，移送检察机关审查起诉。经海南省人民检察院交办，由海口市人民检察院依法向海口市中级人民法院提起公诉。王志强曾任儋州市委常委、纪委书记。“上官河”注意到，
1697416555# #
1703375028# #不主张长期戴口罩！钟南山最新发声。
1691449994# #柬埔寨国王诺罗敦·西哈莫尼7日在金边签署王令，任命洪玛奈为新首相，任期5年。
1692622605# #北京市教委：受灾区中小学9月1日将全部如期开学。。8月20日，在2023年暑期全市基础教育工作会上，北京市教委主任李奕表示，新学年，北京将进一步深化中小学校领导体制改革，将公办中小学校、中等职业学校、幼儿园和高校附属学校等全部纳入改革范围。此外，9月1日北京各受灾区中小学将全部如期开学。
1701614652# #又见做核酸，浑身不得劲儿，祈祷平安！
1703841478# #死缓！原银监会副主席蔡鄂生案一审宣判。。2023年12月29日，江苏省镇江市中级人民法院公开宣判原中国银行业监督管理委员会党委委员、副主席蔡鄂生受贿、利用影响力受贿、滥用职权一案，对被告人蔡鄂生以受贿罪判处死刑，缓期二年执行，剥夺政治权利终身，并处没收个人全部财产，在其死刑缓期执行二年期满
1703117179# #一组数据见证救援力量制度优势明显
1703509105# #李小龙仍在逃！当地搜山抓捕。。12月24日，此前被四川德阳警方悬赏通缉的杀妻嫌疑人李小龙疑似出现在四川绵阳市高新区永兴镇。当地官方人士对媒体表示，当地警方确发现关于嫌疑人李小龙的线索，正进行搜捕。据媒体报道，24日一早，绵阳警方与德阳警方数百人加上志愿者上千人进行地毯式搜山。嫌疑人所在山
1697416384# #政府大院停车不比不知道一比吓一跳。。北京市朝阳区人民政府院内停车位对外开放：五十个车位免费开放，工作日双休日均可停车。山西省长治市人民政府群众办事车一律不让进政府大院，长治市政府大院实行车证管理制度，车证审批权限上调至市委秘书长贺鑫手上。2022年朝阳区财政收入达503亿，2022年长治市财
1703847063# #笑一笑十年少！
1688089093# #严重的问题是低血糖比贫血更可怕
1701834080# #@新浪新闻
1699057642# #
1693726941# #贺鑫涉违＂四风＂，鼓励向山西省纪委举报
1693092500# #
1689396664# #
1702015750# #死鱼都能打扮成活鱼，商家道德无底线。
1694170425# #落马官员梦到被查，醒来翻《周公解梦》，迷信害死人允悲
1688967627# #
1689649405# #台风将鲸鱼冲上岸引人围观等于旅游搭了个顺风车
1691161965# #矿难瞒报为什么引起高层震怒！主要原因就是关乎人权，而生存权排在人权第一位。然后才是我们的言论权利，矿难瞒报侵犯人权！
1696153732# #
1697416674# #
1702389655# #演员周海媚因病去世
1691188890# #中纪委答复：公务员借钱给别人，能不能要利息？。。答：2018年修订的《中国共产党纪律处分条例》（以下简称《纪律处分条例》）第九十条第二款增加了“通过民间借贷等金融活动获取大额回报”违纪行为，笔者拟结合工作实践，从内涵、外延两个方面，谈谈对这一违纪行为的认识。。。对该违纪行为内涵的理解与把
1689371834# #辽宁省公安厅原党委委员、副厅长刘家铎（副厅级）被公诉。。。据最高检7月12日消息，刘家铎涉嫌受贿罪、容留他人吸毒罪一案，由辽宁省监察委员会、辽宁省沈阳市公安局沈河分局分别调查、侦查终结，经辽宁省人民检察院指定管辖，由本溪市人民检察院依法向本溪市中级人民法院提起公诉。
1698880536# #医疗费用依法应当由第三人负担，第三人不支付或者无法确定第三人的，由基本医疗保险基金先行支付。基本医疗保险基金先行支付后，有权向第三人追偿。
1701076243# #
1703749170# #国防部：所谓台军动态，解放军尽在掌握。。12月28日下午，国防部举行例行记者会，国防部新闻局局长、国防部新闻发言人吴谦大校答记者问。记者：台湾地区领导人选举将在明年1月举行。台防务部门称，台军在选举期间将保持高度警觉，落实应备准备，严密掌握中国大陆解放军动态，并审慎应对。请问对此有何评
1703685581# #南京警方破获一起38年前命案积案！。。2023年12月27日，南京市公安局召开命案积案攻坚行动专场新闻发布会，介绍全年刑侦工作总体情况，通报两起近期侦破的命案积案。。。在侦破38年前的入室抢劫杀人案工作中，南京警方组织翻阅陈年的物证档案和证据材料，逐一过堂研究，将该案当年提取的痕迹物证，组织专家
